index	廣韻小韻	middle_chinese_transcription	mandarin
3123	憨	咸開一去談匣	hamH	ɦǎm
3124	憺	咸開一去談定	damH	dǎm
3125	暫	咸開一去談從	dzamH	dzǎm
3126	擔	咸開一去談端	tamH	tǎm
3127	三	咸開一去談心	samH	sǎm
3128	豔	咸開三去鹽以	yemH	jiɛ̌m
3129	贍	咸開三去鹽常	dzyemH	ʃʒiɛ̌m
3130	染	咸開三去鹽日	nyemH	ʒiɛ̌m
3131	厭	咸開三去鹽影A	'jiemH	ʔiɛ̌m
3132	窆	咸開三去鹽幫B	pjemH	piɛ̌m
3133	驗	咸開三去鹽疑B	ngjemH	ŋjiɛ̌m
3134	閃	咸開三去鹽書	syemH	ʃiɛ̌m
3135	𡄑	咸開三去鹽精	tsjemH	tsiɛ̌m
3136	壍	咸開三去鹽清	tshjemH	tshiɛ̌m
3137	殮	咸開三去鹽來	ljemH	liɛ̌m
3138	覘	咸開三去鹽徹	trhjemH	tʃhiɛ̌m
3139	䠨	咸開三去鹽昌	tsyhemH	tʃhiɛ̌m
3140	𢜰	咸開三去鹽影B	'jemH	ʔiɛ̌m
3141	潛	咸開三去鹽從	dzjemH	dziɛ̌m
3142	占	咸開三去鹽章	tsyemH	tʃiɛ̌m
3143	㮇	咸開四去添透	themH	thiɛ̌m
3144	念	咸開四去添泥	nemH	niɛ̌m
3145	店	咸開四去添端	temH	tiɛ̌m
3146	䃸	咸開四去添心	semH	siɛ̌m
3147	磹	咸開四去添定	demH	diɛ̌m
3148	趝	咸開四去添見	kemH	kiɛ̌m
3149	酓	咸開四去添影	'emH	ʔiɛ̌m
3150	僭	咸開四去添精	tsemH	tsiɛ̌m
3151	䁮	咸開四去添從	dzemH	dziɛ̌m
3152	兼	咸開四去添見	kemH	kiɛ̌m
3153	傔	咸開四去添溪	khemH	khiɛ̌m
3154	稴	咸開四去添來	lemH	liɛ̌m
3155	釅	咸開三去嚴疑	ngjaemH	ŋjiɛ̌m
3156	脅	咸開三去嚴曉	xjaemH	hiɛ̌m
3157	㪁	咸開三去嚴溪	khjaemH	khiɛ̌m
3158	𦲯	咸合三去凡明	mjomH	vǎm
3159	陷	咸開二去咸匣	heamH	ɦiǎm
3160	韽	咸開二去咸影	'eamH	ʔiǎm
3161	蘸	咸開二去咸莊	tsreamH	ʈʂǎm
3162	𪉜	咸開二去咸知	treamH	ʈʂǎm
3163	歉	咸開二去咸溪	kheamH	khiǎm
3164	𧸖	咸開二去咸澄	dreamH	ɖʐǎm
3165	儳	咸開二去咸崇	dzreamH	ɖʐǎm
3166	𪉦	咸開二去咸見	keamH	kiǎm
3167	諵	咸開二去咸孃	nreamH	nǎm
3168	顑	咸開二去咸疑	ngeamH	ŋjiǎm
3169	鑑	咸開二去銜見	kaemH	kiǎm
3170	懺	咸開二去銜初	tsrhaemH	ʈʂhǎm
3171	覱	咸開二去銜莊	tsraemH	ʈʂǎm
3172	釤	咸開二去銜生	sraemH	ʂǎm
3173	㒈	咸開二去銜曉	xaemH	hiǎm
3174	埿	咸開二去銜並	baemH	bǎm
3175	㽉	咸開二去銜匣	haemH	ɦiǎm
3176	鑱	咸開二去銜崇	dzraemH	ɖʐǎm
3177	𪒠	咸開二去銜影	'aemH	ʔiǎm
3178	梵	咸合三去凡並	bjomH	fvǎm
3179	汎	咸合三去凡滂	phjomH	fǎm
3180	劔	咸開三去嚴見	kjaemH	kiɛ̌m
3181	欠	咸開三去嚴溪	khjaemH	khiɛ̌m
3182	俺	咸開三去嚴影	'jaemH	ʔiɛ̌m
3183	屋	通開一入東影	'uwk	ʔuk
3184	獨	通開一入東定	duwk	dȕk
3185	穀	通開一入東見	kuwk	kuk
3186	縠	通開一入東匣	huwk	ɦȕk
3187	哭	通開一入東溪	khuwk	khuk
3188	秃	通開一入東透	thuwk	thuk
3189	𣫔	通開一入東端	tuwk	tuk
3190	速	通開一入東心	suwk	suk
3191	禄	通開一入東來	luwk	lȕk
3192	嗀	通開一入東曉	xuwk	huk
3193	族	通開一入東從	dzuwk	dzȕk
3194	瘯	通開一入東清	tshuwk	tshuk
3195	鏃	通開一入東精	tsuwk	tsuk
3196	暴	通開一入東並	buwk	bȕk
3197	扑	通開一入東滂	phuwk	phuk
3198	卜	通開一入東幫	puwk	puk
3199	木	通開一入東明	muwk	mȕk
3200	福	通開三入東幫	pjuwk	fuk
3201	伏	通開三入東並	bjuwk	fvȕk
3202	縮	通開三入東生	srjuwk	ʂuk
3203	六	通開三入東來	ljuwk	lyȕk
3204	逐	通開三入東澄	drjuwk	dʒyȕk
3205	菊	通開三入東見	kjuwk	kyuk
3206	麴	通開三入東溪	khjuwk	khyuk
3207	熟	通開三入東常	dzyuwk	ʃʒyȕk
3208	俶	通開三入東昌	tsyhuwk	tʃhyuk
3209	育	通開三入東以	yuwk	jyȕk
3210	驧	通開三入東羣	gjuwk	gyȕk
3211	鼀	通開三入東清	tshjuwk	tshyuk
3212	肉	通開三入東日	nyuwk	ʒyȕk
3213	粥	通開三入東章	tsyuwk	tʃyuk
3214	叔	通開三入東書	syuwk	ʃyuk
3215	蓄	通開三入東曉	xjuwk	hyuk
3216	竹	通開三入東知	trjuwk	tʃyuk
3217	蹙	通開三入東精	tsjuwk	tsyuk
3218	珿	通開三入東初	tsrhjuwk	ʈʂhuk
3219	肭	通開三入東孃	nrjuwk	nyȕk
3220	縬	通開三入東莊	tsrjuwk	ʈʂuk
3221	蝮	通開三入東滂	phjuwk	fuk
3222	郁	通開三入東影	'juwk	ʔyuk
3223	肅	通開三入東心	sjuwk	syuk
3224	目	通開三入東明	mjuwk	mȕk
3225	囿	通開三入東云	hjuwk	jyȕk
3226	蓄	通開三入東徹	trhjuwk	tʃhyuk
3227	砡	通開三入東疑	ngjuwk	ŋjyȕk
3228	𣤶	通開三入東從	dzjuwk	dzyȕk
3229	沃	通開一入冬影	'owk	ʔuk
3230	毒	通開一入冬定	dowk	dȕk
3231	篤	通開一入冬端	towk	tuk
3232	酷	通開一入冬溪	khowk	khuk
3233	鵠	通開一入冬匣	howk	ɦȕk
3234	僕	通開一入冬並	bowk	bȕk
3235	洬	通開一入冬心	sowk	suk
3236	梏	通開一入冬見	kowk	kuk
3237	瑁	通開一入冬明	mowk	mȕk
3238	熇	通開一入冬曉	xowk	huk
3239	褥	通開一入冬泥	nowk	nȕk
3240	傶	通開一入冬精	tsowk	tsuk
3241	襮	通開一入冬幫	powk	puk
3242	濼	通開一入冬來	lowk	lȕk
3243	𤛹	通開一入冬疑	ngowk	ŋȕk
3244	燭	通開三入鍾章	tsyowk	tʃyuk
3245	玉	通開三入鍾疑	ngjowk	ŋjyȕk
3246	旭	通開三入鍾曉	xjowk	hyuk
3247	輂	通開三入鍾見	kjowk	kyuk
3248	局	通開三入鍾羣	gjowk	gyȕk
3249	蜀	通開三入鍾常	dzyowk	ʃʒyȕk
3250	觸	通開三入鍾昌	tsyhowk	tʃhyuk
3251	辱	通開三入鍾日	nyowk	ʒyȕk
3252	束	通開三入鍾書	syowk	ʃyuk
3253	欲	通開三入鍾以	yowk	jyȕk
3254	躅	通開三入鍾澄	drjowk	dʒyȕk
3255	録	通開三入鍾來	ljowk	lyȕk
3256	曲	通開三入鍾溪	khjowk	khyuk
3257	瘃	通開三入鍾知	trjowk	tʃyuk
3258	足	通開三入鍾精	tsjowk	tsyuk
3259	贖	通開三入鍾船	zyowk	ʃʒyȕk
3260	幞	通開三入鍾並	bjowk	fvȕk
3261	促	通開三入鍾清	tshjowk	tshyuk
3262	續	通開三入鍾邪	zjowk	szyȕk
3263	粟	通開三入鍾心	sjowk	syuk
3264	䪁	通開三入鍾幫	pjowk	fuk
3265	梀	通開三入鍾徹	trhjowk	tʃhyuk
3266	覺	江開二入江見	kaewk	kiɔk
3267	嶽	江開二入江疑	ngaewk	ŋjiɔ̏k
3268	浞	江開二入江崇	dzraewk	ɖʐwɔ̏k
3269	捉	江開二入江莊	tsraewk	ʈʂwɔk
3270	朔	江開二入江生	sraewk	ʂwɔk
3271	斲	江開二入江知	traewk	ʈʂwɔk
3272	剥	江開二入江幫	paewk	pɔk
3273	邈	江開二入江明	maewk	mɔ̏k
3274	雹	江開二入江並	baewk	bɔ̏k
3275	璞	江開二入江滂	phaewk	phɔk
3276	㱿	江開二入江溪	khaewk	khiɔk
3277	濁	江開二入江澄	draewk	ɖʐwɔ̏k
3278	渥	江開二入江影	'aewk	ʔiɔk
3279	搦	江開二入江孃	nraewk	nɔ̏k
3280	逴	江開二入江徹	trhaewk	ʈʂhwɔk
3281	犖	江開二入江來	laewk	lɔ̏k
3282	學	江開二入江匣	haewk	ɦiɔ̏k
3283	㕰	江開二入江曉	xaewk	hiɔk
3284	娖	江開二入江初	tsrhaewk	ʈʂhwɔk
3285	質	臻開三入眞章	tsyit	tʃit
3286	日	臻開三入眞日	nyit	ʒȉt
3287	實	臻開三入眞船	zyit	ʃʒȉt
3288	秩	臻開三入眞澄	drit	dʒȉt
3289	悉	臻開三入眞心	sit	sit
3290	一	臻開三入眞影A	'jit	ʔit
3291	七	臻開三入眞清	tshit	tshit
3292	匹	臻開三入眞滂A	phjit	phit
3293	吉	臻開三入眞見A	kjit	kit
3294	暱	臻開三入眞孃	nrit	nȉt
3295	逸	臻開三入眞以	yit	jȉt
3296	詰	臻開三入眞溪A	khjit	khit
3297	欯	臻開三入眞曉A	xjit	hit
3298	抶	臻開三入眞徹	trhit	tʃhit
3299	栗	臻開三入眞來	lit	lȉt
3300	窒	臻開三入眞知	trit	tʃit
3301	疾	臻開三入眞從	dzit	dzȉt
3302	㓼	臻開三入臻初	tsrhit	ʈʂhət
3303	失	臻開三入眞書	syit	ʃit
3304	堲	臻開三入眞精	tsit	tsit
3305	蜜	臻開三入眞明A	mjit	mȉt
3306	必	臻開三入眞幫A	pjit	pit
3307	姞	臻開三入眞羣B	git	gȉt
3308	邲	臻開三入眞並A	bjit	bȉt
3309	䫻	臻合三入眞云	hwit	jyȕt
3310	率	臻合三入諄生	srwit	ʂut
3311	叱	臻開三入眞昌	tsyhit	tʃhit
3312	𪗨	臻開三入臻崇	dzrit	ɖʐə̏t
3313	密	臻開三入眞明B	mit	mȉt
3314	弼	臻開三入眞並B	bit	bȉt
3315	乙	臻開三入眞影B	'it	ʔit
3316	耴	臻開三入眞疑B	ngit	ŋjȉt
3317	筆	臻開三入眞幫B	pit	pit
3318	茁	臻合三入諄知	trwit	tʃyut
3319	肸	臻開三入眞曉B	xit	hit
3320	曁	臻開三入眞見B	kit	kit
3321	蛭	臻開三入眞知	trit	tʃit
3322	獝	臻合三入諄曉	xwit	hyut
3323	術	臻合三入諄船	zywit	ʃʒyȕt
3324	橘	臻合三入諄見	kjwit	kyut
3325	崒	臻合三入諄從	dzwit	dzyȕt
3326	聿	臻合三入諄以	ywit	jyȕt
3327	卒	臻合三入諄精	tswit	tsyut
3328	卹	臻合三入諄心	swit	syut
3329	律	臻合三入諄來	lwit	lyȕt
3330	黜	臻合三入諄徹	trhwit	tʃhyut
3331	㤕	臻合三入諄知	trwit	tʃyut
3332	术	臻合三入諄澄	drwit	dʒyȕt
3333	出	臻合三入諄昌	tsyhwit	tʃhyut
3334	焌	臻合三入諄清	tshwit	tshyut
3335	𠭴	臻合三入諄莊	tsrwit	ʈʂut
3336	䎉	臻合三入眞曉B	xwit	hyut
3337	櫛	臻開三入臻莊	tsrit	ʈʂət
3338	瑟	臻開三入臻生	srit	ʂət
3339	𪗨	臻開三入臻崇	dzrit	ɖʐə̏t
3340	物	臻合三入文明	mjut	vȕt
3341	弗	臻合三入文幫	pjut	fut
3342	鬱	臻合三入文影	'jut	ʔyut
3343	𠀔	臻合三入文見	kjut	kyut
3344	屈	臻合三入文溪	khjut	khyut
3345	倔	臻合三入文羣	gjut	gyȕt
3346	佛	臻合三入文並	bjut	fvȕt
3347	䬍	臻合三入文曉	xjut	hyut
3348	䬑	臻合三入文云	hjut	jyȕt
3349	拂	臻合三入文滂	phjut	fut
3350	崛	臻合三入文疑	ngjut	ŋjyȕt
3351	迄	臻開三入欣曉	xj+t	hit
3352	訖	臻開三入欣見	kj+t	kit
3353	疙	臻開三入欣疑	ngj+t	ŋjȉt
3354	䞘	臻開三入欣羣	gj+t	gȉt
3355	乞	臻開三入欣溪	khj+t	khit
3356	月	臻合三入元疑	ngjwot	ŋjyuɛ̏t
3357	伐	臻合三入元並	bjot	fvȁt
3358	越	臻合三入元云	hjwot	jyuɛ̏t
3359	厥	臻合三入元見	kjwot	kyuɛt
3360	𡡕	臻合三入元影	'jwot	ʔyuɛt
3361	𧤼	臻合三入元羣	gjwot	gyuɛ̏t
3362	闕	臻合三入元溪	khjwot	khyuɛt
3363	髮	臻合三入元幫	pjot	fat
3364	韤	臻合三入元明	mjot	vȁt
3365	䬂	臻合三入元曉	xjwot	hyuɛt
3366	謁	臻開三入元影	'jot	ʔiɛt
3367	歇	臻開三入元曉	xjot	hiɛt
3368	訐	臻開三入元見	kjot	kiɛt
3369	𢷒	臻開三入元羣	gjot	giɛ̏t
3370	㤄	臻合三入元滂	phjot	fat
3371	钀	臻開三入元疑	ngjot	ŋjiɛ̏t
3372	没	臻合一入魂明	mwot	mȕt
3373	𣅝	臻合一入魂透	thwot	thut
3374	骨	臻合一入魂見	kwot	kut
3375	勃	臻合一入魂並	bwot	bȕt
3376	咄	臻合一入魂端	twot	tut
3377	宊	臻合一入魂透	thwot	thut
3378	突	臻合一入魂定	dwot	dȕt
3379	𩑦	臻合一入魂影	'wot	ʔut
3380	忽	臻合一入魂曉	xwot	hut
3381	兀	臻合一入魂疑	ngwot	ŋȕt
3382	䪬	臻合一入魂滂	phwot	phut
3383	𠀽	臻合一入魂來	lwot	lȕt
3384	窟	臻合一入魂溪	khwot	khut
3385	訥	臻合一入魂泥	nwot	nȕt
3386	窣	臻合一入魂心	swot	sut
3387	猝	臻合一入魂清	tshwot	tshut
3388	捽	臻合一入魂從	dzwot	dzȕt
3389	麧	臻開一入痕匣	hot	ɦə̏t
3390	搰	臻合一入魂匣	hwot	ɦȕt
3391	卒	臻合一入魂精	tswot	tsut
3392	曷	山開一入寒匣	hat	ɦɔ̏t
3393	䫘	山開一入寒曉	xat	hɔt
3394	怛	山開一入寒端	tat	tat
3395	闥	山開一入寒透	that	that
3396	遏	山開一入寒影	'at	ʔɔt
3397	剌	山開一入寒來	lat	lȁt
3398	渴	山開一入寒溪	khat	khɔt
3399	達	山開一入寒定	dat	dȁt
3400	巀	山開一入寒從	dzat	dzȁt
3401	嶭	山開一入寒疑	ngat	ŋɔ̏t
3402	葛	山開一入寒見	kat	kɔt
3403	躠	山開一入寒心	sat	sat
3404	攃	山開一入寒清	tshat	tshat
3405	捺	山開一入寒泥	nat	nȁt
3406	䔾	山開一入寒明	mat	mɔ̏t
3407	末	山合一入桓明	mat	mwɔ̏t
3408	枂	山合一入桓疑	ngwat	ŋwɔ̏t
3409	柮	山合一入桓從	dzwat	dzwɔ̏t
3410	撥	山合一入桓幫	pat	pwɔt
3411	䰖	山開一入寒精	tsat	tsat
3412	括	山合一入桓見	kwat	kwɔt
3413	闊	山合一入桓溪	khwat	khwɔt
3414	活	山合一入桓匣	hwat	ɦwɔ̏t
3415	奪	山合一入桓定	dwat	dwɔ̏t
3416	豁	山合一入桓曉	xwat	hwɔt
3417	斡	山合一入桓影	'wat	ʔwɔt
3418	繓	山合一入桓精	tswat	tswɔt
3419	鏺	山合一入桓滂	phat	phwɔt
3420	侻	山合一入桓透	thwat	thwɔt
3421	捋	山合一入桓來	lwat	lwɔ̏t
3422	掇	山合一入桓端	twat	twɔt
3423	撮	山合一入桓清	tshwat	tshwɔt
3424	跋	山合一入桓並	bat	bwɔ̏t
3425	黠	山開二入山匣	heat	ɦiȁt
3426	札	山開二入山莊	tsreat	ʈʂat
3427	拔	山開二入山並	beat	bȁt
3428	𤫶	山開二入山溪	kheat	khiat
3429	滑	山合二入山匣	hweat	ɦwȁt
3430	八	山開二入山幫	peat	pat
3431	窡	山合二入山知	trweat	ʈʂwat
3432	婠	山合二入山影	'weat	ʔwat
3433	豽	山合二入山孃	nrweat	nwȁt
3434	𪙻	山開二入山初	tsrheat	ʈʂhat
3435	劀	山合二入山見	kweat	kwat
3436	戛	山開二入山見	keat	kiat
3437	軋	山開二入山影	'eat	ʔiat
3438	殺	山開二入山生	sreat	ʂat
3439	㑻	山開二入山明	meat	mȁt
3440	傄	山合二入山曉	xweat	hwat
3441	痆	山開二入山孃	nreat	nȁt
3442	𦤙	山合二入山疑	ngweat	ŋwȁt
3443	䯇	山合二入山溪	khweat	khwat
3444	汃	山開二入山滂	pheat	phat
3445	茁	山合二入山莊	tsrweat	ʈʂwat
3446	鎋	山開二入刪匣	haet	ɦiȁt
3447	𪆰	山開二入刪影	'aet	ʔiat
3448	齾	山開二入刪疑	ngaet	ŋjiȁt
3449	刹	山開二入刪初	tsrhaet	ʈʂhat
3450	𥴭	山開二入刪溪	khaet	khiat
3451	瞎	山開二入刪曉	xaet	hiat
3452	獺	山開二入刪徹	trhaet	ʈʂhat
3453	刮	山合二入刪見	kwaet	kwat
3454	頢	山合二入刪匣	hwaet	ɦwȁt
3455	䫄	山合二入刪徹	trhwaet	ʈʂhwat
3456	鵽	山合二入刪知	trwaet	ʈʂwat
3457	刷	山合二入刪生	srwaet	ʂwat
3458	刖	山合二入刪疑	ngwaet	ŋwȁt
3459	䵵	山合二入刪初	tsrhwaet	ʈʂhwat
3460	𥗥	山開二入刪明	maet	mȁt
3461	妠	山合二入刪孃	nrwaet	nwȁt
3462	捌	山開二入刪幫	paet	pat
3463	𪈟	山開二入刪見	kaet	kiat
3464	𨰉	山開二入刪崇	dzraet	ɖʐȁt
3465	哳	山開二入刪知	traet	ʈʂat
3466	𩭿	山開二入刪日	nyaet	ʒȁt
3467	屑	山開四入先心	set	siɛt
3468	切	山開四入先清	tshet	tshiɛt
3469	結	山開四入先見	ket	kiɛt
3470	節	山開四入先精	tset	tsiɛt
3471	血	山合四入先曉	xwet	hyuɛt
3472	闋	山合四入先溪	khwet	khyuɛt
3473	玦	山合四入先見	kwet	kyuɛt
3474	穴	山合四入先匣	hwet	ɦyuɛ̏t
3475	抉	山合四入先影	'wet	ʔyuɛt
3476	姪	山開四入先定	det	diɛ̏t
3477	鐵	山開四入先透	thet	thiɛt
3478	纈	山開四入先匣	het	ɦiɛ̏t
3479	涅	山開四入先泥	net	niɛ̏t
3480	𢧵	山開四入先從	dzet	dziɛ̏t
3481	齧	山開四入先疑	nget	ŋjiɛ̏t
3482	蔑	山開四入先明	met	miɛ̏t
3483	㢼	山開四入先幫	pet	piɛt
3484	噎	山開四入先影	'et	ʔiɛt
3485	猰	山開四入先溪	khet	khiɛt
3486	𡘐	山開四入先曉	xet	hiɛt
3487	撆	山開四入先滂	phet	phiɛt
3488	蹩	山開四入先並	bet	biɛ̏t
3489	窒	山開四入先端	tet	tiɛt
3490	𥸸	山開四入先來	let	liɛ̏t
3491	薛	山開三入仙心	sjet	siɛt
3492	列	山開三入仙來	ljet	liɛ̏t
3493	哲	山開三入仙知	trjet	tʃiɛt
3494	傑	山開三入仙羣B	gjet	giɛ̏t
3495	熱	山開三入仙日	nyet	ʒiɛ̏t
3496	晢	山開三入仙章	tsyet	tʃiɛt
3497	舌	山開三入仙船	zyet	ʃʒiɛ̏t
3498	折	山開三入仙常	dzyet	ʃʒiɛ̏t
3499	孼	山開三入仙疑B	ngjet	ŋjiɛ̏t
3500	滅	山開三入仙明A	mjiet	miɛ̏t
3501	朅	山開三入仙溪B	khjet	khiɛt
3502	鷩	山開三入仙幫A	pjiet	piɛt
3503	絕	山合三入仙從	dzjwet	dzyuɛ̏t
3504	蕝	山合三入仙精	tsjwet	tsyuɛt
3505	雪	山合三入仙心	sjwet	syuɛt
3506	𤿫	山合三入仙徹	trhjwet	tʃhyuɛt
3507	悅	山合三入仙以	ywet	jyuɛ̏t
3508	缺	山合三入仙溪A	khjwiet	khyuɛt
3509	噦	山合三入仙影B	'jwet	ʔyuɛt
3510	爇	山合三入仙日	nywet	ʒyuɛ̏t
3511	說	山合三入仙書	sywet	ʃyuɛt
3512	拙	山合三入仙章	tsywet	tʃyuɛt
3513	歠	山合三入仙昌	tsyhwet	tʃhyuɛt
3514	輟	山合三入仙知	trjwet	tʃyuɛt
3515	劣	山合三入仙來	ljwet	lyuɛ̏t
3516	瞥	山開三入仙滂A	phjiet	phiɛt
3517	别	山開三入仙並B	bjet	biɛ̏t
3518	轍	山開三入仙澄	drjet	dʒiɛ̏t
3519	䇷	山開三入仙幫B	pjet	piɛt
3520	㕞	山合三入仙生	srjwet	ʂwat
3521	孑	山開三入仙見B	kjet	kiɛt
3522	設	山開三入仙書	syet	ʃiɛt
3523	呐	山合三入仙孃	nrjwet	nyuɛ̏t
3524	𥄎	山合三入仙曉B	xjwet	hyuɛt
3525	妜	山合三入仙影A	'jwiet	ʔyuɛt
3526	蹶	山合三入仙見B	kjwet	kyuɛt
3527	茁	山合三入仙莊	tsrjwet	ʈʂwat
3528	膬	山合三入仙清	tshjwet	tshyuɛt
3529	蠽	山開三入仙精	tsjet	tsiɛt
3530	榝	山開三入仙生	srjet	ʂat
3531	焆	山開三入仙影B	'jet	ʔiɛt
3532	屮	山開三入仙徹	trhjet	tʃhiɛt
3533	娎	山開三入仙曉B	xjet	hiɛt
3534	啜	山合三入仙昌	tsyhwet	tʃhyuɛt
3535	㔍	山開三入仙初	tsrhjet	ʈʂhat
3536	㿱	山合三入仙邪	zjwet	szyuɛ̏t
3537	掣	山開三入仙昌	tsyhet	tʃhiɛt
3538	抴	山開三入仙以	yet	jiɛ̏t
3539	𨵊	山開三入仙崇	dzrjet	ɖʐȁt
3540	藥	宕開三入陽以	yak	jiɔ̏k
3541	略	宕開三入陽來	ljak	liɔ̏k
3542	腳	宕開三入陽見	kjak	kiɔk
3543	灼	宕開三入陽章	tsyak	tʃiɔk
3544	爍	宕開三入陽書	syak	ʃiɔk
3545	若	宕開三入陽日	nyak	ʒiɔ̏k
3546	綽	宕開三入陽昌	tsyhak	tʃhiɔk
3547	約	宕開三入陽影	'jak	ʔiɔk
3548	卻	宕開三入陽溪	khjak	khiɔk
3549	虐	宕開三入陽疑	ngjak	ŋjiɔ̏k
3550	妁	宕開三入陽常	dzyak	ʃʒiɔ̏k
3551	㲋	宕開三入陽徹	trhjak	tʃhiɔk
3552	削	宕開三入陽心	sjak	siɔk
3553	斮	宕開三入陽莊	tsrjak	ʈʂwɔk
3554	爵	宕開三入陽精	tsjak	tsiɔk
3555	皭	宕開三入陽從	dzjak	dziɔ̏k
3556	鵲	宕開三入陽清	tshjak	tshiɔk
3557	噱	宕開三入陽羣	gjak	giɔ̏k
3558	嬳	宕合三入陽影	'jwak	ʔyuɔk
3559	縛	宕合三入陽並	bjak	fvɔ̏k
3560	䂄	宕合三入陽曉	xjwak	hyuɔk
3561	籰	宕合三入陽云	hjwak	jyuɔ̏k
3562	玃	宕合三入陽見	kjwak	kyuɔk
3563	芍	宕開三入陽知	trjak	tʃiɔk
3564	著	宕開三入陽澄	drjak	dʒiɔ̏k
3565	躩	宕合三入陽溪	khjwak	khyuɔk
3566	戄	宕合三入陽羣	gjwak	gyuɔ̏k
3567	逽	宕開三入陽孃	nrjak	niɔ̏k
3568	𩅿	宕合三入陽滂	phjak	fɔk
3569	謔	宕開三入陽曉	xjak	hiɔk
3570	鐸	宕開一入唐定	dak	dɔ̏k
3571	莫	宕開一入唐明	mak	mɔ̏k
3572	落	宕開一入唐來	lak	lɔ̏k
3573	託	宕開一入唐透	thak	thɔk
3574	作	宕開一入唐精	tsak	tsɔk
3575	錯	宕開一入唐清	tshak	tshɔk
3576	各	宕開一入唐見	kak	kɔk
3577	恪	宕開一入唐溪	khak	khɔk
3578	咢	宕開一入唐疑	ngak	ŋɔ̏k
3579	𩔈	宕開一入唐滂	phak	phɔk
3580	惡	宕開一入唐影	'ak	ʔɔk
3581	泊	宕開一入唐並	bak	bɔ̏k
3582	𦞦	宕開一入唐曉	xak	hɔk
3583	索	宕開一入唐心	sak	sɔk
3584	涸	宕開一入唐匣	hak	ɦɔ̏k
3585	昨	宕開一入唐從	dzak	dzɔ̏k
3586	博	宕開一入唐幫	pak	pɔk
3587	諾	宕開一入唐泥	nak	nɔ̏k
3588	霍	宕合一入唐曉	xwak	hwɔk
3589	郭	宕合一入唐見	kwak	kwɔk
3590	雘	宕合一入唐影	'wak	ʔwɔk
3591	穫	宕合一入唐匣	hwak	ɦwɔ̏k
3592	廓	宕合一入唐溪	khwak	khwɔk
3593	瓁	宕合一入唐疑	ngwak	ŋwɔ̏k
3594	硦	宕合一入唐來	lwak	lwɔ̏k
3595	㘀	宕合一入唐精	tswak	tswɔk
3596	陌	梗開二入庚明	maek	mə̏k
3597	磔	梗開二入庚知	traek	ʈʂək
3598	白	梗開二入庚並	baek	bə̏k
3599	伯	梗開二入庚幫	paek	pək
3600	劇	梗開三入庚羣	gjaek	gȉk
3601	戟	梗開三入庚見	kjaek	kik
3602	𡩡	梗開三入庚生	srjaek	ʂək
3603	柵	梗開三入庚初	tsrhjaek	ʈʂhək
3604	嚄	梗合二入庚匣	hwaek	ɦwə̏k
3605	嘖	梗開二入庚莊	tsraek	ʈʂək
3606	齚	梗開二入庚崇	dzraek	ɖʐə̏k
3607	隙	梗開三入庚溪	khjaek	khik
3608	額	梗開二入庚疑	ngaek	ŋə̏k
3609	逆	梗開三入庚疑	ngjaek	ŋjȉk
3610	客	梗開二入庚溪	khaek	khək
3611	啞	梗開二入庚影	'aek	ʔək
3612	虩	梗開三入庚曉	xjaek	hik
3613	𡍩	梗開二入庚徹	trhaek	ʈʂhək
3614	䪝	梗合二入庚影	'waek	ʔwək
3615	拍	梗開二入庚滂	phaek	phək
3616	赫	梗開二入庚曉	xaek	hək
3617	垎	梗開二入庚匣	haek	ɦə̏k
3618	格	梗開二入庚見	kaek	kək
3619	謋	梗合二入庚曉	xwaek	hwək
3620	宅	梗開二入庚澄	draek	ɖʐə̏k
3621	虢	梗合二入庚見	kwaek	kwək
3622	擭	梗合三入庚影	'jwaek	ʔyuək
3623	蹃	梗開二入庚孃	nraek	nə̏k
3624	𧍕	梗合二入庚溪	khwaek	khwək
3625	欂	梗開三入庚並	bjaek	bȉk
3626	麥	梗開二入耕明	meak	mə̏k
3627	獲	梗合二入耕匣	hweak	ɦwə̏k
3628	蟈	梗合二入耕見	kweak	kwək
3629	檗	梗開二入耕幫	peak	pək
3630	䌟	梗開二入耕並	beak	bə̏k
3631	賾	梗開二入耕崇	dzreak	ɖʐə̏k
3632	責	梗開二入耕莊	tsreak	ʈʂək
3633	䞰	梗合二入耕崇	dzrweak	ɖʐwə̏k
3634	策	梗開二入耕初	tsrheak	ʈʂhək
3635	礊	梗開二入耕溪	kheak	khək
3636	剨	梗合二入耕曉	xweak	hwək
3637	覈	梗開二入耕匣	heak	ɦə̏k
3638	隔	梗開二入耕見	keak	kək
3639	摘	梗開二入耕知	treak	ʈʂək
3640	戹	梗開二入耕影	'eak	ʔək
3641	栜	梗開二入耕生	sreak	ʂək
3642	𢶉	梗開二入耕滂	pheak	phək
3643	虉	梗開二入耕疑	ngeak	ŋə̏k
3644	礐	梗開二入耕來	leak	lə̏k
3645	㩇	梗合二入耕莊	tsrweak	ʈʂwək
3646	𢷾	梗合二入耕生	srweak	ʂwək
3647	𧾛	梗合二入耕羣	gweak	gwə̏k
3648	疒	梗開二入耕孃	nreak	nə̏k
3649	昔	梗開三入清心	sjek	sik
3650	積	梗開三入清精	tsjek	tsik
3651	益	梗開三入清影	'jiek	ʔik
3652	繹	梗開三入清以	yek	jȉk
3653	釋	梗開三入清書	syek	ʃik
3654	尺	梗開三入清昌	tsyhek	tʃhik
