# version: 20210217						
# author: hhliow (github.com/hhliow)						
# license: cc by-nc-sa 4.0						
index	廣韻小韻	middle_chinese	Baxter_transcription	中州音(IPA)	中州音	推導國音
3436	戛	山開二入山見	keat	kiaʔ(t)	ㄐㄧㄚ꜆ㆵ	ㄐㄧㄚ꜆
3437	軋	山開二入山影	’eat	ʔiaʔ(t)	ㄧㄚ꜆ㆵ	ㄧㄚ꜆
3438	殺	山開二入山生	sreat	ʂaʔ(t)	ㄕㄚ꜆ㆵ	ㄕㄚ꜆
3439	㑻	山開二入山明	meat	maʔ(t)˩	ㄇㄚ꜇ㆵ	ㄇㄚ꜆
3440	傄	山合二入山曉	xweat	hwaʔ(t)	ㄏㄨㄚ꜆ㆵ	ㄏㄨㄚ꜆
3441	痆	山開二入山孃	nreat	naʔ(t)˩	ㄋㄚ꜇ㆵ	ㄋㄚ꜆
3442	𦤙	山合二入山疑	ngweat	ŋwaʔ(t)˩	ㄫㄨㄚ꜇ㆵ	ㄨㄚ꜆
3443	䯇	山合二入山溪	khweat	kʰwaʔ(t)	ㄎㄨㄚ꜆ㆵ	ㄎㄨㄚ꜆
3444	汃	山開二入山滂	pheat	pʰaʔ(t)	ㄆㄚ꜆ㆵ	ㄆㄚ꜆
3445	茁	山合二入山莊	tsrweat	ʈʂwaʔ(t)	ㄓㄨㄚ꜆ㆵ	ㄓㄨㄚ꜆
3446	鎋	山開二入刪匣	haet	ɦiaʔ(t)˩	ㄒㄧㄚ꜇ㆵ	ㄒㄧㄚ꜆
3447	𪆰	山開二入刪影	’aet	ʔiaʔ(t)	ㄧㄚ꜆ㆵ	ㄧㄚ꜆
3448	齾	山開二入刪疑	ngaet	(ŋ)iaʔ(t)˩	(ㄫ)ㄧㄚ꜇ㆵ	ㄧㄚ꜆
3449	刹	山開二入刪初	tsrhaet	ʈʂʰaʔ(t)	ㄔㄚ꜆ㆵ	ㄔㄚ꜆
3450	𥴭	山開二入刪溪	khaet	kʰiaʔ(t)	ㄑㄧㄚ꜆ㆵ	ㄑㄧㄚ꜆
3451	瞎	山開二入刪曉	xaet	hiaʔ(t)	ㄒㄧㄚ꜆ㆵ	ㄒㄧㄚ꜆
3452	獺	山開二入刪徹	trhaet	ʈʂʰaʔ(t)	ㄔㄚ꜆ㆵ	ㄔㄚ꜆
3453	刮	山合二入刪見	kwaet	kwaʔ(t)	ㄍㄨㄚ꜆ㆵ	ㄍㄨㄚ꜆
3454	頢	山合二入刪匣	hwaet	ɦwaʔ(t)˩	ㄏㄨㄚ꜇ㆵ	ㄏㄨㄚ꜆
3455	䫄	山合二入刪徹	trhwaet	ʈʂʰwaʔ(t)	ㄔㄨㄚ꜆ㆵ	ㄔㄨㄚ꜆
3456	鵽	山合二入刪知	trwaet	ʈʂwaʔ(t)	ㄓㄨㄚ꜆ㆵ	ㄓㄨㄚ꜆
3457	刷	山合二入刪生	srwaet	ʂwaʔ(t)	ㄕㄨㄚ꜆ㆵ	ㄕㄨㄚ꜆
3458	刖	山合二入刪疑	ngwaet	ŋwaʔ(t)˩	ㄫㄨㄚ꜇ㆵ	ㄨㄚ꜆
3459	䵵	山合二入刪初	tsrhwaet	ʈʂʰwaʔ(t)	ㄔㄨㄚ꜆ㆵ	ㄔㄨㄚ꜆
3460	𥗥	山開二入刪明	maet	maʔ(t)˩	ㄇㄚ꜇ㆵ	ㄇㄚ꜆
3461	妠	山合二入刪孃	nrwaet	nwaʔ(t)˩	ㄋㄨㄚ꜇ㆵ	ㄋㄨㄚ꜆
3462	捌	山開二入刪幫	paet	paʔ(t)	ㄅㄚ꜆ㆵ	ㄅㄚ꜆
3463	𪈟	山開二入刪見	kaet	kiaʔ(t)	ㄐㄧㄚ꜆ㆵ	ㄐㄧㄚ꜆
3464	𨰉	山開二入刪崇	dzraet	ɖʐaʔ(t)˩	ㄓㄚ꜇ㆵ	ㄓㄚ꜆
3465	哳	山開二入刪知	traet	ʈʂaʔ(t)	ㄓㄚ꜆ㆵ	ㄓㄚ꜆
3466	𩭿	山開二入刪日	nyaet	ʒaʔ(t)˩	ㄖㄚ꜇ㆵ	ㄖㄚ꜆
3467	屑	山開四入先心	set	siɛʔ(t)	ㄙㄧㄝ꜆ㆵ	ㄙㄧㄝ꜆
3468	切	山開四入先清	tshet	tsʰiɛʔ(t)	ㄘㄧㄝ꜆ㆵ	ㄘㄧㄝ꜆
3469	結	山開四入先見	ket	kiɛʔ(t)	ㄐㄧㄝ꜆ㆵ	ㄐㄧㄝ꜆
3470	節	山開四入先精	tset	tsiɛʔ(t)	ㄗㄧㄝ꜆ㆵ	ㄗㄧㄝ꜆
3471	血	山合四入先曉	xwet	hyuɛʔ(t)	ㄒㄩㄝ꜆ㆵ	ㄒㄩㄝ꜆
3472	闋	山合四入先溪	khwet	kʰyuɛʔ(t)	ㄑㄩㄝ꜆ㆵ	ㄑㄩㄝ꜆
3473	玦	山合四入先見	kwet	kyuɛʔ(t)	ㄐㄩㄝ꜆ㆵ	ㄐㄩㄝ꜆
3474	穴	山合四入先匣	hwet	ɦyuɛʔ(t)˩	ㄒㄩㄝ꜇ㆵ	ㄒㄩㄝ꜆
3475	抉	山合四入先影	’wet	ʔyuɛʔ(t)	ㄩㄝ꜆ㆵ	ㄩㄝ꜆
3476	姪	山開四入先定	det	diɛʔ(t)˩	ㄉㄧㄝ꜇ㆵ	ㄉㄧㄝ꜆
3477	鐵	山開四入先透	thet	tʰiɛʔ(t)	ㄊㄧㄝ꜆ㆵ	ㄊㄧㄝ꜆
3478	纈	山開四入先匣	het	ɦiɛʔ(t)˩	ㄒㄧㄝ꜇ㆵ	ㄒㄧㄝ꜆
3479	涅	山開四入先泥	net	niɛʔ(t)˩	ㄋㄧㄝ꜇ㆵ	ㄋㄧㄝ꜆
3480	𢧵	山開四入先從	dzet	dziɛʔ(t)˩	ㆡㄧㄝ꜇ㆵ	ㄗㄧㄝ꜆
3481	齧	山開四入先疑	nget	ŋiɛʔ(t)˩	ㄫㄧㄝ꜇ㆵ	ㄬㄧㄝ꜆
3482	蔑	山開四入先明	met	miɛʔ(t)˩	ㄇㄧㄝ꜇ㆵ	ㄇㄧㄝ꜆
3483	㢼	山開四入先幫	pet	piɛʔ(t)	ㄅㄧㄝ꜆ㆵ	ㄅㄧㄝ꜆
3484	噎	山開四入先影	’et	ʔiɛʔ(t)	ㄧㄝ꜆ㆵ	ㄧㄝ꜆
3485	猰	山開四入先溪	khet	kʰiɛʔ(t)	ㄑㄧㄝ꜆ㆵ	ㄑㄧㄝ꜆
3486	𡘐	山開四入先曉	xet	hiɛʔ(t)	ㄒㄧㄝ꜆ㆵ	ㄒㄧㄝ꜆
3487	撆	山開四入先滂	phet	pʰiɛʔ(t)	ㄆㄧㄝ꜆ㆵ	ㄆㄧㄝ꜆
3488	蹩	山開四入先並	bet	biɛʔ(t)˩	ㆠㄧㄝ꜇ㆵ	ㄅㄧㄝ꜆
3489	窒	山開四入先端	tet	tiɛʔ(t)	ㄉㄧㄝ꜆ㆵ	ㄉㄧㄝ꜆
3490	𥸸	山開四入先來	let	liɛʔ(t)˩	ㄌㄧㄝ꜇ㆵ	ㄌㄧㄝ꜆
3491	薛	山開三入仙心	sjet	siɛʔ(t)	ㄙㄧㄝ꜆ㆵ	ㄙㄧㄝ꜆
3492	列	山開三入仙來	ljet	liɛʔ(t)˩	ㄌㄧㄝ꜇ㆵ	ㄌㄧㄝ꜆
3493	哲	山開三入仙知	trjet	tʃiɛʔ(t)	ㄓㄧㄝ꜆ㆵ	ㄓㄝ꜆
3494	傑	山開三入仙羣B	gjet	giɛʔ(t)˩	ㆢㄧㄝ꜇ㆵ	ㄐㄧㄝ꜆
3495	熱	山開三入仙日	nyet	ʒiɛʔ(t)˩	ㄖㄧㄝ꜇ㆵ	ㄖㄝ꜆
3496	晢	山開三入仙章	tsyet	tʃiɛʔ(t)	ㄓㄧㄝ꜆ㆵ	ㄓㄝ꜆
3497	舌	山開三入仙船	zyet	ʃʱiɛʔ(t)˩	ㄕㄧㄝ꜇ㆵ	ㄕㄝ꜆
3498	折	山開三入仙常	dzyet	ʃʱiɛʔ(t)˩	ㄕㄧㄝ꜇ㆵ	ㄕㄝ꜆
3499	孼	山開三入仙疑B	ngjet	ŋiɛʔ(t)˩	ㄫㄧㄝ꜇ㆵ	ㄬㄧㄝ꜆
3500	滅	山開三入仙明A	mjiet	miɛʔ(t)˩	ㄇㄧㄝ꜇ㆵ	ㄇㄧㄝ꜆
3501	朅	山開三入仙溪B	khjet	kʰiɛʔ(t)	ㄑㄧㄝ꜆ㆵ	ㄑㄧㄝ꜆
3502	鷩	山開三入仙幫A	pjiet	piɛʔ(t)	ㄅㄧㄝ꜆ㆵ	ㄅㄧㄝ꜆
3503	絕	山合三入仙從	dzjwet	dzyuɛʔ(t)˩	ㆡㄩㄝ꜇ㆵ	ㄗㄩㄝ꜆
3504	蕝	山合三入仙精	tsjwet	tsyuɛʔ(t)	ㄗㄩㄝ꜆ㆵ	ㄗㄩㄝ꜆
3505	雪	山合三入仙心	sjwet	syuɛʔ(t)	ㄙㄩㄝ꜆ㆵ	ㄙㄩㄝ꜆
3506	𤿫	山合三入仙徹	trhjwet	tʃʰyuɛʔ(t)	ㄔㄩㄝ꜆ㆵ	ㄔㄨㄛ꜆
3507	悅	山合三入仙以	ywet	jyuɛʔ(t)˩	ㄩㄝ꜇ㆵ	ㄩㄝ꜆
3508	缺	山合三入仙溪A	khjwiet	kʰyuɛʔ(t)	ㄑㄩㄝ꜆ㆵ	ㄑㄩㄝ꜆
3509	噦	山合三入仙影B	’jwet	ʔyuɛʔ(t)	ㄩㄝ꜆ㆵ	ㄩㄝ꜆
3510	爇	山合三入仙日	nywet	ʒyuɛʔ(t)˩	ㄖㄩㄝ꜇ㆵ	ㄖㄨㄛ꜆
3511	說	山合三入仙書	sywet	ʃyuɛʔ(t)	ㄕㄩㄝ꜆ㆵ	ㄕㄨㄛ꜆
3512	拙	山合三入仙章	tsywet	tʃyuɛʔ(t)	ㄓㄩㄝ꜆ㆵ	ㄓㄨㄛ꜆
3513	歠	山合三入仙昌	tsyhwet	tʃʰyuɛʔ(t)	ㄔㄩㄝ꜆ㆵ	ㄔㄨㄛ꜆
3514	輟	山合三入仙知	trjwet	tʃyuɛʔ(t)	ㄓㄩㄝ꜆ㆵ	ㄓㄨㄛ꜆
3515	劣	山合三入仙來	ljwet	lyuɛʔ(t)˩	ㄌㄩㄝ꜇ㆵ	ㄌㄩㄝ꜆
3516	瞥	山開三入仙滂A	phjiet	pʰiɛʔ(t)	ㄆㄧㄝ꜆ㆵ	ㄆㄧㄝ꜆
3517	别	山開三入仙並B	bjet	biɛʔ(t)˩	ㆠㄧㄝ꜇ㆵ	ㄅㄧㄝ꜆
3518	轍	山開三入仙澄	drjet	dʒiɛʔ(t)˩	ㄓㄧㄝ꜇ㆵ	ㄓㄝ꜆
3519	䇷	山開三入仙幫B	pjet	piɛʔ(t)	ㄅㄧㄝ꜆ㆵ	ㄅㄧㄝ꜆
3520	㕞	山合三入仙生	srjwet	ʂwaʔ(t)	ㄕㄨㄚ꜆ㆵ	ㄕㄨㄚ꜆
3521	孑	山開三入仙見B	kjet	kiɛʔ(t)	ㄐㄧㄝ꜆ㆵ	ㄐㄧㄝ꜆
3522	設	山開三入仙書	syet	ʃiɛʔ(t)	ㄕㄧㄝ꜆ㆵ	ㄕㄝ꜆
3523	呐	山合三入仙孃	nrjwet	nyuɛʔ(t)˩	ㄋㄩㄝ꜇ㆵ	ㄋㄩㄝ꜆
3524	𥄎	山合三入仙曉B	xjwet	hyuɛʔ(t)	ㄒㄩㄝ꜆ㆵ	ㄒㄩㄝ꜆
3525	妜	山合三入仙影A	’jwiet	ʔyuɛʔ(t)	ㄩㄝ꜆ㆵ	ㄩㄝ꜆
3526	蹶	山合三入仙見B	kjwet	kyuɛʔ(t)	ㄐㄩㄝ꜆ㆵ	ㄐㄩㄝ꜆
3527	茁	山合三入仙莊	tsrjwet	ʈʂwaʔ(t)	ㄓㄨㄚ꜆ㆵ	ㄓㄨㄚ꜆
3528	膬	山合三入仙清	tshjwet	tsʰyuɛʔ(t)	ㄘㄩㄝ꜆ㆵ	ㄘㄩㄝ꜆
3529	蠽	山開三入仙精	tsjet	tsiɛʔ(t)	ㄗㄧㄝ꜆ㆵ	ㄗㄧㄝ꜆
3530	榝	山開三入仙生	srjet	ʂaʔ(t)	ㄕㄚ꜆ㆵ	ㄕㄚ꜆
3531	焆	山開三入仙影B	’jet	ʔiɛʔ(t)	ㄧㄝ꜆ㆵ	ㄧㄝ꜆
3532	屮	山開三入仙徹	trhjet	tʃʰiɛʔ(t)	ㄔㄧㄝ꜆ㆵ	ㄔㄝ꜆
3533	娎	山開三入仙曉B	xjet	hiɛʔ(t)	ㄒㄧㄝ꜆ㆵ	ㄒㄧㄝ꜆
3534	啜	山合三入仙昌	tsyhwet	tʃʰyuɛʔ(t)	ㄔㄩㄝ꜆ㆵ	ㄔㄨㄛ꜆
3535	㔍	山開三入仙初	tsrhjet	ʈʂʰaʔ(t)	ㄔㄚ꜆ㆵ	ㄔㄚ꜆
3536	㿱	山合三入仙邪	zjwet	sʱyuɛʔ(t)˩	ㄙㄩㄝ꜇ㆵ	ㄙㄩㄝ꜆
3537	掣	山開三入仙昌	tsyhet	tʃʰiɛʔ(t)	ㄔㄧㄝ꜆ㆵ	ㄔㄝ꜆
3538	抴	山開三入仙以	yet	jiɛʔ(t)˩	ㄧㄝ꜇ㆵ	ㄧㄝ꜆
3539	𨵊	山開三入仙崇	dzrjet	ɖʐaʔ(t)˩	ㄓㄚ꜇ㆵ	ㄓㄚ꜆
3540	藥	宕開三入陽以	yak	jiɒʔ(k)˩	ㄧㄛ꜇ㆶ	ㄧㄛ꜆
3541	略	宕開三入陽來	ljak	liɒʔ(k)˩	ㄌㄧㄛ꜇ㆶ	ㄌㄧㄛ꜆
3542	腳	宕開三入陽見	kjak	kiɒʔ(k)	ㄐㄧㄛ꜆ㆶ	ㄐㄧㄛ꜆
3543	灼	宕開三入陽章	tsyak	tʃiɒʔ(k)	ㄓㄧㄛ꜆ㆶ	ㄓㄛ꜆
3544	爍	宕開三入陽書	syak	ʃiɒʔ(k)	ㄕㄧㄛ꜆ㆶ	ㄕㄛ꜆
3545	若	宕開三入陽日	nyak	ʒiɒʔ(k)˩	ㄖㄧㄛ꜇ㆶ	ㄖㄛ꜆
3546	綽	宕開三入陽昌	tsyhak	tʃʰiɒʔ(k)	ㄔㄧㄛ꜆ㆶ	ㄔㄛ꜆
3547	約	宕開三入陽影	’jak	ʔiɒʔ(k)	ㄧㄛ꜆ㆶ	ㄧㄛ꜆
3548	卻	宕開三入陽溪	khjak	kʰiɒʔ(k)	ㄑㄧㄛ꜆ㆶ	ㄑㄧㄛ꜆
3549	虐	宕開三入陽疑	ngjak	ŋiɒʔ(k)˩/jiɒʔ(k)˩	ㄫㄧㄛ꜇ㆶ/ㄧㄛ꜇ㆶ	ㄬㄧㄛ꜆
3550	妁	宕開三入陽常	dzyak	ʃʱiɒʔ(k)˩	ㄕㄧㄛ꜇ㆶ	ㄕㄛ꜆
3551	㲋	宕開三入陽徹	trhjak	tʃʰiɒʔ(k)	ㄔㄧㄛ꜆ㆶ	ㄔㄛ꜆
3552	削	宕開三入陽心	sjak	siɒʔ(k)	ㄙㄧㄛ꜆ㆶ	ㄙㄧㄛ꜆
3553	斮	宕開三入陽莊	tsrjak	ʈʂwɒʔ(k)	ㄓㄨㄛ꜆ㆶ	ㄓㄨㄛ꜆
3554	爵	宕開三入陽精	tsjak	tsiɒʔ(k)	ㄗㄧㄛ꜆ㆶ	ㄗㄧㄛ꜆
3555	皭	宕開三入陽從	dzjak	dziɒʔ(k)˩	ㆡㄧㄛ꜇ㆶ	ㄗㄧㄛ꜆
3556	鵲	宕開三入陽清	tshjak	tsʰiɒʔ(k)	ㄘㄧㄛ꜆ㆶ	ㄘㄧㄛ꜆
3557	噱	宕開三入陽羣	gjak	giɒʔ(k)˩	ㆢㄧㄛ꜇ㆶ	ㄐㄧㄛ꜆
3558	嬳	宕合三入陽影	’jwak	ʔyuɒʔ(k)	ㄩㄛ꜆ㆶ	ㄩㄛ꜆
3559	縛	宕合三入陽並	bjak	fʱɒʔ(k)˩	ㄈㄛ꜇ㆶ	ㄈㄛ꜆
3560	䂄	宕合三入陽曉	xjwak	hyuɒʔ(k)	ㄒㄩㄛ꜆ㆶ	ㄒㄩㄛ꜆
3561	籰	宕合三入陽云	hjwak	jyuɒʔ(k)˩	ㄩㄛ꜇ㆶ	ㄩㄛ꜆
3562	玃	宕合三入陽見	kjwak	kyuɒʔ(k)	ㄐㄩㄛ꜆ㆶ	ㄐㄩㄛ꜆
3563	芍	宕開三入陽知	trjak	tʃiɒʔ(k)	ㄓㄧㄛ꜆ㆶ	ㄓㄛ꜆
3564	著	宕開三入陽澄	drjak	dʒiɒʔ(k)˩	ㄓㄧㄛ꜇ㆶ	ㄓㄛ꜆
3565	躩	宕合三入陽溪	khjwak	kʰyuɒʔ(k)	ㄑㄩㄛ꜆ㆶ	ㄑㄩㄛ꜆
3566	戄	宕合三入陽羣	gjwak	gyuɒʔ(k)˩	ㆢㄩㄛ꜇ㆶ	ㄐㄩㄛ꜆
3567	逽	宕開三入陽孃	nrjak	niɒʔ(k)˩	ㄋㄧㄛ꜇ㆶ	ㄋㄧㄛ꜆
3568	𩅿	宕合三入陽滂	phjak	fɒʔ(k)	ㄈㄛ꜆ㆶ	ㄈㄛ꜆
3569	謔	宕開三入陽曉	xjak	hiɒʔ(k)	ㄒㄧㄛ꜆ㆶ	ㄒㄧㄛ꜆
3570	鐸	宕開一入唐定	dak	dɒʔ(k)˩	ㄉㄛ꜇ㆶ	ㄉㄛ꜆
3571	莫	宕開一入唐明	mak	mɒʔ(k)˩	ㄇㄛ꜇ㆶ	ㄇㄛ꜆
3572	落	宕開一入唐來	lak	lɒʔ(k)˩	ㄌㄛ꜇ㆶ	ㄌㄛ꜆
3573	託	宕開一入唐透	thak	tʰɒʔ(k)	ㄊㄛ꜆ㆶ	ㄊㄛ꜆
3574	作	宕開一入唐精	tsak	tsɒʔ(k)	ㄗㄛ꜆ㆶ	ㄗㄛ꜆
3575	錯	宕開一入唐清	tshak	tsʰɒʔ(k)	ㄘㄛ꜆ㆶ	ㄘㄛ꜆
3576	各	宕開一入唐見	kak	kɒʔ(k)	ㄍㄛ꜆ㆶ	ㄍㄛ꜆
3577	恪	宕開一入唐溪	khak	kʰɒʔ(k)	ㄎㄛ꜆ㆶ	ㄎㄛ꜆
3578	咢	宕開一入唐疑	ngak	ŋɒʔ(k)˩	ㄫㄛ꜇ㆶ	ㄫㄛ꜆
3579	𩔈	宕開一入唐滂	phak	pʰɒʔ(k)	ㄆㄛ꜆ㆶ	ㄆㄛ꜆
3580	惡	宕開一入唐影	’ak	ʔɒʔ(k)	ㄛ꜆ㆶ	ㄛ꜆
3581	泊	宕開一入唐並	bak	bɒʔ(k)˩	ㆠㄛ꜇ㆶ	ㄅㄛ꜆
3582	𦞦	宕開一入唐曉	xak	hɒʔ(k)	ㄏㄛ꜆ㆶ	ㄏㄛ꜆
3583	索	宕開一入唐心	sak	sɒʔ(k)	ㄙㄛ꜆ㆶ	ㄙㄛ꜆
3584	涸	宕開一入唐匣	hak	ɦɒʔ(k)˩	ㄏㄛ꜇ㆶ	ㄏㄛ꜆
3585	昨	宕開一入唐從	dzak	dzɒʔ(k)˩	ㆡㄛ꜇ㆶ	ㄗㄛ꜆
3586	博	宕開一入唐幫	pak	pɒʔ(k)	ㄅㄛ꜆ㆶ	ㄅㄛ꜆
3587	諾	宕開一入唐泥	nak	nɒʔ(k)˩	ㄋㄛ꜇ㆶ	ㄋㄛ꜆
3588	霍	宕合一入唐曉	xwak	hwɒʔ(k)	ㄏㄨㄛ꜆ㆶ	ㄏㄨㄛ꜆
3589	郭	宕合一入唐見	kwak	kwɒʔ(k)	ㄍㄨㄛ꜆ㆶ	ㄍㄨㄛ꜆
3590	雘	宕合一入唐影	’wak	ʔwɒʔ(k)	ㄨㄛ꜆ㆶ	ㄨㄛ꜆
3591	穫	宕合一入唐匣	hwak	ɦwɒʔ(k)˩	ㄏㄨㄛ꜇ㆶ	ㄏㄨㄛ꜆
3592	廓	宕合一入唐溪	khwak	kʰwɒʔ(k)	ㄎㄨㄛ꜆ㆶ	ㄎㄨㄛ꜆
3593	瓁	宕合一入唐疑	ngwak	ŋwɒʔ(k)˩	ㄫㄨㄛ꜇ㆶ	ㄨㄛ꜆
3594	硦	宕合一入唐來	lwak	lwɒʔ(k)˩	ㄌㄨㄛ꜇ㆶ	ㄌㄛ꜆
3595	㘀	宕合一入唐精	tswak	tswɒʔ(k)	ㄗㄨㄛ꜆ㆶ	ㄗㄛ꜆
3596	陌	梗開二入庚明	maek	məʔ(k)˩	ㄇㄜ꜇ㆶ	ㄇㄜ꜆
3597	磔	梗開二入庚知	traek	ʈʂəʔ(k)	ㄓㄜ꜆ㆶ	ㄗㄜ꜆
3598	白	梗開二入庚並	baek	bəʔ(k)˩	ㆠㄜ꜇ㆶ	ㄅㄜ꜆
3599	伯	梗開二入庚幫	paek	pəʔ(k)	ㄅㄜ꜆ㆶ	ㄅㄜ꜆
3600	劇	梗開三入庚羣	gjaek	giʔ(k)˩	ㆢㄧ꜇ㆶ	ㄐㄧ꜆
3601	戟	梗開三入庚見	kjaek	kiʔ(k)	ㄐㄧ꜆ㆶ	ㄐㄧ꜆
3602	𡩡	梗開三入庚生	srjaek	ʂəʔ(k)	ㄕㄜ꜆ㆶ	ㄙㄜ꜆
3603	柵	梗開三入庚初	tsrhjaek	ʈʂʰəʔ(k)	ㄔㄜ꜆ㆶ	ㄘㄜ꜆
3604	嚄	梗合二入庚匣	hwaek	ɦwəʔ(k)˩	ㄏㄨㄜ꜇ㆶ	ㄏㄨㄜ꜆
3605	嘖	梗開二入庚莊	tsraek	ʈʂəʔ(k)	ㄓㄜ꜆ㆶ	ㄗㄜ꜆
3606	齚	梗開二入庚崇	dzraek	ɖʐəʔ(k)˩	ㄓㄜ꜇ㆶ	ㄗㄜ꜆
3607	隙	梗開三入庚溪	khjaek	kʰiʔ(k)	ㄑㄧ꜆ㆶ	ㄑㄧ꜆
3608	額	梗開二入庚疑	ngaek	ŋəʔ(k)˩	ㄫㄜ꜇ㆶ	ㄫㄜ꜆
3609	逆	梗開三入庚疑	ngjaek	ŋiʔ(k)˩/jiʔ(k)˩	ㄫㄧ꜇ㆶ/ㄧ꜇ㆶ	ㄬㄧ꜆
3610	客	梗開二入庚溪	khaek	kʰəʔ(k)	ㄎㄜ꜆ㆶ	ㄎㄜ꜆
3611	啞	梗開二入庚影	’aek	ʔəʔ(k)	ㄜ꜆ㆶ	ㄜ꜆
3612	虩	梗開三入庚曉	xjaek	hiʔ(k)	ㄒㄧ꜆ㆶ	ㄒㄧ꜆
3613	𡍩	梗開二入庚徹	trhaek	ʈʂʰəʔ(k)	ㄔㄜ꜆ㆶ	ㄘㄜ꜆
3614	䪝	梗合二入庚影	’waek	ʔwəʔ(k)	ㄨㄜ꜆ㆶ	ㄨㄜ꜆
3615	拍	梗開二入庚滂	phaek	pʰəʔ(k)	ㄆㄜ꜆ㆶ	ㄆㄜ꜆
3616	赫	梗開二入庚曉	xaek	həʔ(k)	ㄏㄜ꜆ㆶ	ㄏㄜ꜆
3617	垎	梗開二入庚匣	haek	ɦəʔ(k)˩	ㄏㄜ꜇ㆶ	ㄏㄜ꜆
3618	格	梗開二入庚見	kaek	kəʔ(k)	ㄍㄜ꜆ㆶ	ㄍㄜ꜆
3619	謋	梗合二入庚曉	xwaek	hwəʔ(k)	ㄏㄨㄜ꜆ㆶ	ㄏㄨㄜ꜆
3620	宅	梗開二入庚澄	draek	ɖʐəʔ(k)˩	ㄓㄜ꜇ㆶ	ㄗㄜ꜆
3621	虢	梗合二入庚見	kwaek	kwəʔ(k)	ㄍㄨㄜ꜆ㆶ	ㄍㄨㄜ꜆
3622	擭	梗合三入庚影	’jwaek	ʔyuəʔ(k)	ㄩㄜ꜆ㆶ	ㄩ꜆
3623	蹃	梗開二入庚孃	nraek	nəʔ(k)˩	ㄋㄜ꜇ㆶ	ㄋㄜ꜆
3624	𧍕	梗合二入庚溪	khwaek	kʰwəʔ(k)	ㄎㄨㄜ꜆ㆶ	ㄎㄨㄜ꜆
3625	欂	梗開三入庚並	bjaek	biʔ(k)˩	ㆠㄧ꜇ㆶ	ㄅㄧ꜆
3626	麥	梗開二入耕明	meak	məʔ(k)˩	ㄇㄜ꜇ㆶ	ㄇㄜ꜆
3627	獲	梗合二入耕匣	hweak	ɦwəʔ(k)˩	ㄏㄨㄜ꜇ㆶ	ㄏㄨㄜ꜆
3628	蟈	梗合二入耕見	kweak	kwəʔ(k)	ㄍㄨㄜ꜆ㆶ	ㄍㄨㄜ꜆
3629	檗	梗開二入耕幫	peak	pəʔ(k)	ㄅㄜ꜆ㆶ	ㄅㄜ꜆
3630	䌟	梗開二入耕並	beak	bəʔ(k)˩	ㆠㄜ꜇ㆶ	ㄅㄜ꜆
3631	賾	梗開二入耕崇	dzreak	ɖʐəʔ(k)˩	ㄓㄜ꜇ㆶ	ㄓㄜ꜆
3632	責	梗開二入耕莊	tsreak	ʈʂəʔ(k)	ㄓㄜ꜆ㆶ	ㄗㄜ꜆
3633	䞰	梗合二入耕崇	dzrweak	ɖʐwəʔ(k)˩	ㄓㄨㄜ꜇ㆶ	ㄗㄨㄜ꜆
3634	策	梗開二入耕初	tsrheak	ʈʂʰəʔ(k)	ㄔㄜ꜆ㆶ	ㄘㄜ꜆
3635	礊	梗開二入耕溪	kheak	kʰəʔ(k)	ㄎㄜ꜆ㆶ	ㄎㄜ꜆
3636	剨	梗合二入耕曉	xweak	hwəʔ(k)	ㄏㄨㄜ꜆ㆶ	ㄏㄨㄜ꜆
3637	覈	梗開二入耕匣	heak	ɦəʔ(k)˩	ㄏㄜ꜇ㆶ	ㄏㄜ꜆
3638	隔	梗開二入耕見	keak	kəʔ(k)	ㄍㄜ꜆ㆶ	ㄍㄜ꜆
3639	摘	梗開二入耕知	treak	ʈʂəʔ(k)	ㄓㄜ꜆ㆶ	ㄗㄜ꜆
3640	戹	梗開二入耕影	’eak	ʔəʔ(k)	ㄜ꜆ㆶ	ㄜ꜆
3641	栜	梗開二入耕生	sreak	ʂəʔ(k)	ㄕㄜ꜆ㆶ	ㄙㄜ꜆
3642	𢶉	梗開二入耕滂	pheak	pʰəʔ(k)	ㄆㄜ꜆ㆶ	ㄆㄜ꜆
3643	虉	梗開二入耕疑	ngeak	ŋəʔ(k)˩	ㄫㄜ꜇ㆶ	ㄫㄜ꜆
3644	礐	梗開二入耕來	leak	ləʔ(k)˩	ㄌㄜ꜇ㆶ	ㄌㄜ꜆
3645	㩇	梗合二入耕莊	tsrweak	ʈʂwəʔ(k)	ㄓㄨㄜ꜆ㆶ	ㄗㄨㄜ꜆
3646	𢷾	梗合二入耕生	srweak	ʂwəʔ(k)	ㄕㄨㄜ꜆ㆶ	ㄙㄨㄜ꜆
3647	𧾛	梗合二入耕羣	gweak	gwəʔ(k)˩	ㆣㄨㄜ꜇ㆶ	ㄍㄨㄜ꜆
3648	疒	梗開二入耕孃	nreak	nəʔ(k)˩	ㄋㄜ꜇ㆶ	ㄋㄜ꜆
3649	昔	梗開三入清心	sjek	siʔ(k)	ㄙㄧ꜆ㆶ	ㄙㄧ꜆
3650	積	梗開三入清精	tsjek	tsiʔ(k)	ㄗㄧ꜆ㆶ	ㄗㄧ꜆
3651	益	梗開三入清影	’jiek	ʔiʔ(k)	ㄧ꜆ㆶ	ㄧ꜆
