IPA	正韻卷番	正韻小韻分隔	正韻字頭	正韻反切	ytenx小韻番	正韻牋字頭(ytenx)	正韻牋反切(ytenx)
ʔip	16	○	揖	一入切	2210	揖	一入切
hip	16	○	吸	許及切	2211	吸	許及切
khip	16	○	泣	乞及切	2212	泣	乞及切
kip	16	○	急	居立切	2213	急	居立切
gȉp	16	○	及	忌立切	2214	及	忌立切
tsip	16	○	湒	賫入切	2215	湒	賫入切
ɦɔ̏p	16	九合¶¶	合	胡閤切	2216	合	胡閤切
khɔp	16	○	榼	克盍切	2217	榼	克盍切
kɔp	16	○	閤	古沓切	2218	閤	古沓切
ʔɔp	16	○	姶	遏合切	2219	姶	遏合切
sap	16	○	趿	悉合切	2220	趿	悉合切
tsap	16	○	帀	作荅切	2221	帀	作答切
dzȁp	16	○	雜	昨荅切	2222	雜	昨答切
tap	16	○	答	得合切	2223	答	得合切
tshap	16	○	雜	七合切	2224	雜	七合切
thap	16	○	錔	託合切	2225	錔	託合切
dȁp	16	○	沓	達合切	2226	沓	達合切
lȁp	16	○	蠟	落合切	2227	蠟	落合切
nȁp	16	○	納	奴荅切	2228	納	奴答切
thap	16	○	榻	託甲切	2229	榻	託甲切
thap	16	○	塌	NA	2229	塌	NA
ɦiȁp	16	○	洽	胡夾切	2230	洽	胡夾切
khiap	16		恰	苦洽切	2231	恰	苦洽切
kiap	16		夾	古洽切	2232	夾	古洽切
ʂap	16	○	㰱	色洽切	2233	歃	色洽切
tʂhap	16	○	𢆍	測洽切	2234	臿	測洽切
tʂap	16	○	劄	竹洽切	2235	劄	竹洽切
nȁp	16	○	𢇵	昵洽切	2236	𢇵	胒洽切
ʔap	16	○	押	乙甲切	2237	押	乙甲切
hiap	16	○	呷	呼甲切	2238	呷	呼甲切
ɖʐȁp	16	○	霅	直甲切	2239	霅	直甲切
fvȁp	16	○	乏	扶沓切	2240	乏	扶沓切
fap	16	○	法	方甲切	2241	法	方甲切
jiɛ̏p	16	十葉¶¶	葉	弋涉切	2242	葉	弋涉切
giɛ̏p	16	○	笈	極曄切	2243	笈	極曄切
tshiɛp	16	○	妾	七接切	2244	妾	七接切
tsiɛp	16	○	接	卽涉切	2245	接	即涉切
dziɛ̏p	16	○	捷	疾葉切	2246	捷	疾葉切
ʃiɛp	16	○	攝	失涉切	2247	攝	失涉切
tʃiɛp	16	○	讋	質涉切	2248	讋	質涉切
niɛ̏p	16	○	聶	尼輒切	2249	聶	尼輒切
dʒiɛ̏p	16	○	䐑	直涉切	2250	䐑	直涉切
liɛ̏p	16	○	獵	力渉切	2251	獵	力涉切
thiɛp	16	○	帖	他協切	2252	帖	他協切
tiɛp	16	○	喋	丁協切	2253	喋	丁協切
ɦiɛ̏p	16	○	協	胡頰切	2254	協	胡頰切
ɦiɛ̏p	16	○	俠	NA	2254	俠	NA
ɦiɛ̏p	16	○	拹	NA	2254	恊	NA
kiɛp	16	○	頰	古協切	2255	頰	古協切
khiɛp	16		篋	乞協切	2256	篋	乞協切
hiɛp	16	○	偞	呼協切	2257	偞	呼協切
siɛp	16	○	燮	悉協切	2258	燮	悉協切
(ŋ)jiɛ̏p	16	○	業	魚怯切	2259	業	魚怯切
