Index	小韻	canonicalForm	反切	葉碼
1837	曩	宕開一上唐泥	奴朗	3_44
1838	沆	宕開一上唐匣	胡朗	3_44
1839	曭	宕開一上唐透	他朗	3_44
1840	莽	宕開一上唐明	模朗	3_44
1841	黨	宕開一上唐端	多朗	3_44
1842	朗	宕開一上唐來	盧黨	3_44
1843	坱	宕開一上唐影	烏朗	3_44
1844	慷	宕開一上唐溪	苦朗	3_44
1845	㳹	宕合一上唐影	烏晃	3_44
1846	晃	宕合一上唐匣	胡廣	3_44
1847	髈	宕開一上唐滂	匹朗	3_44
1848	慌	宕合一上唐曉	呼晃	3_44
1849	䴚	宕開一上唐見	各朗	3_44
1850	䭹	宕開一上唐疑	五朗	3_44
1851	奘	宕開一上唐從	徂朗	3_44
1852	蒼	宕開一上唐清	麁朗	3_44
1853	汻	宕開一上唐曉	呼朗	3_44
1854	懬	宕合一上唐溪	丘晃	3_44
1855	梗	梗開二上庚見	古杏	3_44
1856	丙	梗開三上庚幫	兵永	3_45/3_44
1857	警	梗開三上庚見	居影	3_45
1858	影	梗開三上庚影	於丙	3_45
1859	省	梗開三上庚生	所景	3_45
1860	永	梗合三上庚云	于憬	3_45
1861	𦬺	梗合三上庚曉	許永	3_45
1862	皿	梗開三上庚明	武永	3_45
1863	憬	梗合三上庚見	俱永	3_45
1864	杏	梗開二上庚匣	何梗	3_45
1865	猛	梗開二上庚明	莫幸	3_45
1866	礦	梗合二上庚見	古猛	3_45
1867	浜	梗開二上庚幫	布梗	3_45
1868	盯	梗開二上庚知	張梗	3_45
1869	瑒	梗開二上庚澄	徒杏	3_45
1870	䁝	梗合二上庚影	烏猛	3_45
1871	打	梗開二上庚端	德冷	3_45
1872	冷	梗開二上庚來	魯打	3_45
1873	卝	梗合二上庚匣	乎䁝	3_45
1874	鮩	梗開二上庚並	蒲猛	3_45
1875	𥉁	梗合二上庚溪	苦礦	3_45
1876	檸	梗開二上庚孃	拏梗	3_45
1877	耿	梗開二上耕見	古幸	3_45
1878	䁅	梗開二上耕明	武幸	3_45
1879	幸	梗開二上耕匣	胡耿	3_45
1880	𠊧	梗開二上耕並	蒲幸	3_45
1881	皏	梗開二上耕滂	普幸	3_45
1882	靜	梗開三上清從	疾郢	3_45/3_46
1883	整	梗開三上清章	之郢	3_46
1884	逞	梗開三上清徹	丑郢	3_46
1885	郢	梗開三上清以	以整	3_46
1886	痙	梗開三上清羣	巨郢	3_46
1887	潁	梗合三上清以	餘頃	3_46
1888	領	梗開三上清來	良郢	3_46
1889	頸	梗開三上清見	居郢	3_46
1890	餅	梗開三上清幫	必郢	3_46
1891	頃	梗合三上清溪	去潁	3_46
1892	井	梗開三上清精	子郢	3_46
1893	廮	梗開三上清影	於郢	3_46
1894	請	梗開三上清清	七靜	3_46
1895	省	梗開三上清心	息井	3_46
1896	眳	梗開三上清明	亡井	3_46
1897	徎	梗開三上清澄	丈井	3_46
1898	迥	梗合四上青匣	戸頂	3_46
1899	熲	梗合四上青見	古迥	3_46
1900	茗	梗開四上青明	莫迥	3_46
1901	頂	梗開四上青端	都挺	3_46
1902	挺	梗開四上青定	徒鼎	3_46
1903	珽	梗開四上青透	他鼎	3_47/3_46
1904	汫	梗開四上青從	徂醒	3_47
1905	濙	梗合四上青影	烏迥	3_47
1906	謦	梗開四上青溪	去挺	3_47
1907	𩕳	梗開四上青泥	乃挺	3_47
1908	婞	梗開四上青匣	胡頂	3_47
1909	醒	梗開四上青心	蘇挺	3_47
1910	鞞	梗開四上青幫	補鼎	3_47
1911	褧	梗合四上青溪	口迥	3_47
1912	剄	梗開四上青見	古挺	3_47
1913	頩	梗開四上青滂	匹迥	3_47
1914	巊	梗開四上青影	烟涬	3_47
1915	笭	梗開四上青來	力鼎	3_47
1916	竝	梗開四上青並	蒲迥	3_47
1917	詗	梗合四上青曉	火迥	3_47
1918	䀴	梗開四上青疑	五剄	3_47
1919	拯	曾開三上蒸章		3_47
1920	庱	曾開三上蒸徹	丑拯	3_47
1921	殑	曾開三上蒸羣	其拯	3_47
1922	㱡	曾開三上蒸生	色庱	3_47
1923	等	曾開一上登端	多肯	3_47
1924	倗	曾開一上登滂	普等	3_47
1925	肯	曾開一上登溪	苦等	3_47
1926	能	曾開一上登泥	奴等	3_47
1927	有	流開三上尤云	云久	3_47
1928	柳	流開三上尤來	力久	3_47
1929	狃	流開三上尤孃	女久	3_48/3_47
1930	丑	流開三上尤徹	敕久	3_48
1931	肘	流開三上尤知	陟柳	3_48
1932	朽	流開三上尤曉	許久	3_48
1933	久	流開三上尤見	舉有	3_48
1934	首	流開三上尤書	書九	3_48
1935	醜	流開三上尤昌	昌九	3_48
1936	湫	流開三上尤從	在九	3_48
1937	婦	流開三上尤並	房久	3_48
1938	缶	流開三上尤幫	方久	3_48
1939	糗	流開三上尤溪	去久	3_48
1940	蹂	流開三上尤日	人九	3_48
1941	舅	流開三上尤羣	其九	3_48
1942	紂	流開三上尤澄	除柳	3_48
1943	酉	流開三上尤以	與久	3_49/3_48
1944	受	流開三上尤常	殖酉	3_49
1945	滫	流開三上尤心	息有	3_49
1946	䬀	流開三上尤影	於柳	3_49
1947	酒	流開三上尤精	子酉	3_49
1948	𣸈	流開三上尤生	踈有	3_49
1949	帚	流開三上尤章	之九	3_49
1950	㤱	流開三上尤滂	芳否	3_49
1951	掫	流開三上尤莊	側九	3_49
1952	𥣙	流開三上尤崇	士九	3_49
1953	𩋄	流開三上尤初	初九	3_49
1954	秠	流開三上尤滂	芳婦	3_49
1955	厚	流開一上侯匣	胡口	3_49
1956	母	流開一上侯明	莫厚	3_49
1957	部	流開一上侯並	蒲口	3_49
1958	斗	流開一上侯端	當口	3_49/3_50
1959	𪌘	流開一上侯透	天口	3_50
1960	苟	流開一上侯見	古厚	3_50
1961	藕	流開一上侯疑	五口	3_50
1962	㨐	流開一上侯幫	方垢	3_50
1963	㝅	流開一上侯泥	乃后	3_50
1964	叜	流開一上侯心	蘇后	3_50
1965	吼	流開一上侯曉	呼后	3_50
1966	剖	流開一上侯滂	普后	3_50
1967	歐	流開一上侯影	烏后	3_50
1968	塿	流開一上侯來	郎斗	3_50
1969	走	流開一上侯精	子苟	3_50
1970	口	流開一上侯溪	苦后	3_50
1971	䕆	流開一上侯定	徒口	3_50
1972	鯫	流開一上侯崇	仕垢	3_50
1973	趣	流開一上侯清	倉苟	3_50
1974	黝	流開三上幽影	於糾	3_50/3_51
1975	糾	流開三上幽見	居黝	3_51
1976	蟉	流開三上幽羣	渠黝	3_51
1977	寑	深開三上侵清	七稔	3_51
1978	朕	深開三上侵澄	直稔	3_51
1979	坅	深開三上侵溪A	丘甚	3_51
1980	廩	深開三上侵來	力稔	3_51
1981	罧	深開三上侵心	斯甚	3_51
1982	踸	深開三上侵徹	丑甚	3_51
1983	䤐	深開三上侵精	子朕	3_51
1984	荏	深開三上侵日	如甚	3_51
1985	枕	深開三上侵章	章荏	3_51
1986	沈	深開三上侵書	式任	3_51
1987	葚	深開三上侵船	食荏	3_51
1988	甚	深開三上侵常	常枕	3_51
1989	瀋	深開三上侵昌	昌枕	3_51
1990	墋	深開三上侵初	初朕	3_51
1991	拰	深開三上侵孃	尼凜	3_51
1992	噤	深開三上侵羣B	渠飲	3_51
1993	錦	深開三上侵見B	居飲	3_51
1994	蕈	深開三上侵從	慈荏	3_51
1995	僸	深開三上侵疑B	牛錦	3_51
1996	㾕	深開三上侵生	踈錦	3_51
1997	稟	深開三上侵幫B	筆錦	3_51
1998	㱃	深開三上侵影B	於錦	3_51
1999	品	深開三上侵滂B	丕飲	3_51
2000	𩖄	深開三上侵溪B	欽錦	3_52
2001	廞	深開三上侵曉B	許錦	3_52
2002	戡	深開三上侵知	張甚	3_52
2003	潭	深開三上侵以	以荏	3_52
2004	𩒣	深開三上侵崇	士㾕	3_52
2005	感	咸開一上覃見	古禫	3_52
2006	禫	咸開一上覃定	徒感	3_52
2007	晻	咸開一上覃影	烏感	3_52
2008	腩	咸開一上覃泥	奴感	3_52
2009	襑	咸開一上覃透	他感	3_52
2010	歜	咸開一上覃從	徂感	3_52
2011	慘	咸開一上覃清	七感	3_52
2012	顉	咸開一上覃疑	五感	3_52
2013	昝	咸開一上覃精	子感	3_52
2014	糂	咸開一上覃心	桑感	3_52
2015	坎	咸開一上覃溪	苦感	3_52
2016	頷	咸開一上覃匣	胡感	3_52/3_53
2017	壈	咸開一上覃來	盧感	3_53
2018	黕	咸開一上覃端	都感	3_53
2019	䫲	咸開一上覃曉	呼唵	3_53
2020	敢	咸開一上談見	古覽	3_53
2021	㶒	咸開一上談書	賞敢	3_53
2022	覽	咸開一上談來	盧敢	3_53
2023	𦵹	咸開一上談透	吐敢	3_53
2024	膽	咸開一上談端	都敢	3_53
2025	噉	咸開一上談定	徒敢	3_53
2026	黲	咸開一上談清	倉敢	3_53
2027	㛧	咸開一上談明	謨敢	3_53
2028	䭕	咸開一上談精	子敢	3_53
2029	槧	咸開一上談從	才敢	3_53
2030	喊	咸開一上談曉	呼覽	3_53
2031	埯	咸開一上談影	烏敢	3_53
2032	𠪚	咸開一上談溪	口敢	3_53
2033	琰	咸開三上鹽以	以冉	3_53
2034	斂	咸開三上鹽來	良冉	3_53
2035	險	咸開三上鹽曉B	虚檢	3_54/3_53
2036	貶	咸開三上鹽幫B	方斂	3_54
2037	颭	咸開三上鹽章	占琰	3_54
2038	𩑳	咸開三上鹽溪B	丘檢	3_54
2039	顩	咸開三上鹽疑B	魚檢	3_54
2040	儉	咸開三上鹽羣B	巨險	3_54
2041	檢	咸開三上鹽見B	居奄	3_54
2042	黶	咸開三上鹽影A	於琰	3_54
2043	冉	咸開三上鹽日	而琰	3_54
2044	陝	咸開三上鹽書	失冉	3_54
2045	諂	咸開三上鹽徹	丑琰	3_54
2046	奄	咸開三上鹽影B	衣儉	3_54
2047	漸	咸開三上鹽從	慈染	3_54
2048	憸	咸開三上鹽清	七漸	3_54
2049	𩟗	咸開三上鹽精	子冉	3_54
2050	脥	咸開三上鹽溪A	謙琰	3_54
2051	剡	咸開三上鹽常	時染	3_54
2052	忝	咸開四上添透	他玷	3_54
2053	淰	咸開四上添泥	乃玷	3_54
2054	點	咸開四上添端	多忝	3_54
2055	簟	咸開四上添定	徒玷	3_54/3_55
2056	嗛	咸開四上添溪	苦簟	3_55
2057	稴	咸開四上添來	力忝	3_55
2058	鼸	咸開四上添匣	胡忝	3_55
2059	憯	咸開四上添清	青忝	3_55
2060	孂	咸開四上添見	兼玷	3_55
2061	𡕢	咸開四上添明	明忝	3_55
2062	儼	咸開三上嚴疑	魚掩	3_55
2063	欦	咸開三上嚴溪	丘广	3_55
2064	埯	咸開三上嚴影	於广	3_55
2065	豏	咸開二上咸匣	下斬	3_55
2066	湛	咸開二上咸澄	徒減	3_55
2067	㦿	咸開二上咸溪	苦減	3_55
2068	鹼	咸開二上咸見	古斬	3_55
2069	瀺	咸開二上咸崇	士減	3_55
2070	臉	咸開二上咸來	力減	3_55
2071	斬	咸開二上咸莊	側減	3_55
2072	䑎	咸開二上咸初	初減	3_55
2073	闞	咸開二上咸曉	火斬	3_55
2074	摻	咸開二上咸生	所斬	3_55
2075	黯	咸開二上咸影	乙減	3_55
2076	喊	咸開二上咸曉	呼豏	3_55
2077	𦊔	咸開二上咸孃	女減	3_55
2078	𠐩	咸開二上咸徹	丑減	3_55
2079	檻	咸開二上銜匣	胡黤	3_55
2080	䫡	咸開二上銜溪	丘檻	3_55
2081	㨻	咸開二上銜生	山檻	3_55
2082	黤	咸開二上銜影	於檻	3_55
2083	醶	咸開二上銜初	初檻	3_55
2084	㺖	咸開二上銜曉	荒檻	3_55
2085	巉	咸開二上銜崇	仕檻	3_55
2086	范	咸合三上凡並	防錽	3_55
2087	錽	咸合三上凡明	亡范	3_55
2088	𦜒	咸合三上凡幫	府犯	3_56
2089	凵	咸合三上凡溪	丘犯	3_56
2090	釩	咸合三上凡滂	峯犯	3_56
2091	𠑆	咸合三上凡徹	丑犯	3_56
2092	送	通開一去東心	蘇弄	4_6
2093	鳳	通開三去東並	馮貢	4_6
2094	貢	通開一去東見	古送	4_6
2095	弄	通開一去東來	盧貢	4_6
2096	涷	通開一去東端	多貢	4_6
2097	控	通開一去東溪	苦貢	4_6
2098	糉	通開一去東精	作弄	4_6
2099	瓮	通開一去東影	烏貢	4_6
2100	𧩪	通開一去東清	千弄	4_6
2101	洞	通開一去東定	徒弄	4_6
2102	痛	通開一去東透	他貢	4_6
2103	仲	通開三去東澄	直衆	4_6
2104	諷	通開三去東幫	方鳳	4_6
2105	焪	通開三去東溪	去仲	4_6
2106	㝱	通開三去東明	莫鳳	4_6
2107	𧽒	通開三去東曉	香仲	4_6
2108	𢄐	通開一去東明	莫弄	4_6
2109	趥	通開三去東清	千仲	4_6
2110	賵	通開三去東滂	撫鳳	4_7/4_6
2111	𣀒	通開一去東從	徂送	4_7
2112	中	通開三去東知	陟仲	4_7
2113	哄	通開一去東匣	胡貢	4_7
2114	齈	通開一去東泥	奴凍	4_7
2115	衆	通開三去東章	之仲	4_7
2116	銃	通開三去東昌	充仲	4_7
2117	㓽	通開三去東崇	仕仲	4_7
2118	烘	通開一去東曉	呼貢	4_7
2119	宋	通開一去冬心	蘇統	4_7
2120	綜	通開一去冬精	子宋	4_7
2121	統	通開一去冬透	他綜	4_7
2122	雺	通開一去冬明	莫綜	4_7
2123	䃔	通開一去冬匣	乎宋	4_7
2124	用	通開三去鍾以	余頌	4_7
2125	頌	通開三去鍾邪	似用	4_7
2126	俸	通開三去鍾並	扶用	4_7
2127	共	通開三去鍾羣	渠用	4_7
2128	葑	通開三去鍾幫	方用	4_7
2129	供	通開三去鍾見	居用	4_7
2130	雍	通開三去鍾影	於用	4_7
2131	湩	通開三去鍾知	竹用	4_7
2132	縱	通開三去鍾精	子用	4_7
2133	蹱	通開三去鍾徹	丑用	4_7
2134	䩸	通開三去鍾日	而用	4_7
2135	種	通開三去鍾章	之用	4_7
2136	重	通開三去鍾澄	柱用	4_7
2137	贚	通開三去鍾來	良用	4_7
2138	恐	通開三去鍾溪	區用	4_7
2139	從	通開三去鍾從	疾用	4_7
2140	𢫨	通開三去鍾孃	穠用	4_7
2141	絳	江開二去江見	古巷	4_7
2142	巷	江開二去江匣	胡絳	4_7
2143	戇	江開二去江知	陟降	4_7
2144	䡴	江開二去江澄	直絳	4_7
2145	𥈄	江開二去江徹	丑絳	4_7/4_8
2146	漴	江開二去江崇	士絳	4_8
2147	肨	江開二去江滂	匹絳	4_8
2148	䎫	江開二去江初	楚絳	4_8
2149	淙	江開二去江生	色絳	4_8
2150	寘	止開三去支章	支義	4_8
2151	避	止開三去支並A	毗義	4_8
2152	惴	止合三去支章	之睡	4_8
2153	詈	止開三去支來	力智	4_8
2154	豉	止開三去支常	是義	4_8
2155	積	止開三去支精	子智	4_8
2156	賜	止開三去支心	斯義	4_8
2157	爲	止合三去支云	于僞	4_8
2158	䞈	止合三去支見B	詭僞	4_8
2159	帔	止開三去支滂B	披義	4_8
2160	賁	止開三去支幫B	彼義	4_8
2161	髲	止開三去支並B	平義	4_8
2162	累	止合三去支來	良僞	4_8
2163	寄	止開三去支見B	居義	4_8
2164	臂	止開三去支幫A	卑義	4_8
2165	芰	止開三去支羣B	奇寄	4_8
2166	刺	止開三去支清	七賜	4_8
2167	易	止開三去支以	以豉	4_8
2168	議	止開三去支疑B	宜寄	4_9/4_8
2169	譬	止開三去支滂A	匹賜	4_9
2170	漬	止開三去支從	疾智	4_9
2171	智	止開三去支知	知義	4_9
2172	倚	止開三去支影B	於義	4_9
2173	縋	止合三去支澄	馳僞	4_9
2174	吹	止合三去支昌	尺僞	4_9
2175	戲	止開三去支曉B	香義	4_9
2176	企	止開三去支溪A	去智	4_9
2177	縊	止開三去支影A	於賜	4_9
2178	翅	止開三去支書	施智	4_9
2179	屣	止開三去支生	所寄	4_9
2180	觖	止合三去支溪A	窺瑞	4_9
2181	餧	止合三去支影B	於僞	4_9
2182	僞	止合三去支疑B	危睡	4_9
2183	毀	止合三去支曉B	況僞	4_9
2184	恚	止合三去支影A	於避	4_9
2185	睡	止合三去支常	是僞	4_9
2186	馶	止開三去支見A	居企	4_9
2187	䄲	止合三去支日	而瑞	4_9
2188	卶	止開三去支昌	充豉	4_9
2189	䅗	止合三去支心	思累	4_9
2190	娷	止合三去支知	竹恚	4_9
2191	瓗	止合三去支以	以睡	4_9
2192	諉	止合三去支孃	女恚	4_9
2193	瞡	止合三去支見A	規恚	4_9
2194	𧙁	止開三去支莊	爭義	4_9
2195	孈	止合三去支曉A	呼恚	4_9
2196	㞆	止開三去支溪B	卿義	4_9
2197	至	止開三去脂章	脂利	4_10/4_9
2198	位	止合三去脂云	于愧	4_10
2199	郿	止開三去脂明B	明祕	4_10
2200	遂	止合三去脂邪	徐醉	4_10
2201	醉	止合三去脂精	將遂	4_10
2202	邃	止合三去脂心	雖遂	4_10
2203	類	止合三去脂來	力遂	4_10
2204	祕	止開三去脂幫B	兵媚	4_10
2205	匱	止合三去脂羣B	求位	4_10
2206	濞	止開三去脂滂B	匹備	4_10
2207	備	止開三去脂並B	平祕	4_11/4_10
2208	媿	止合三去脂見B	俱位	4_11
2209	帥	止合三去脂生	所類	4_11
2210	喟	止合三去脂溪B	丘愧	4_11
2211	豷	止合三去脂曉B	許位	4_11
2212	嗜	止開三去脂常	常利	4_11
2213	利	止開三去脂來	力至	4_11
2214	膩	止開三去脂孃	女利	4_11
2215	屁	止開三去脂滂A	匹寐	4_11
2216	劓	止開三去脂疑B	魚器	4_11
2217	致	止開三去脂知	陟利	4_11
2218	棄	止開三去脂溪A	詰利	4_11
2219	緻	止開三去脂澄	直利	4_11
2220	寐	止開三去脂明A	彌二	4_11
2221	杘	止開三去脂徹	丑利	4_11
2222	冀	止開三去脂見B	几利	4_11
2223	臮	止開三去脂羣B	具冀	4_11
2224	悸	止合三去脂羣A	其季	4_11
2225	翠	止合三去脂清	七醉	4_12/4_11
2226	二	止開三去脂日	而至	4_12
2227	恣	止開三去脂精	資四	4_12
2228	次	止開三去脂清	七四	4_12
2229	懿	止開三去脂影B	乙兾	4_12
2230	四	止開三去脂心	息利	4_12
2231	器	止開三去脂溪B	去冀	4_12
2232	季	止合三去脂見A	居悸	4_12
2233	鼻	止開三去脂並A	毗至	4_12
2234	䁤	止合三去脂曉A	香季	4_12
2235	痹	止開三去脂幫A	必至	4_12
2236	萃	止合三去脂從	秦醉	4_12
2237	地	止開三去脂定	徒四	4_12
2238	齂	止開三去脂曉B	虚器	4_12
2239	肄	止開三去脂以	羊至	4_12
2240	示	止開三去脂船	神至	4_12
2241	自	止開三去脂從	疾二	4_13/4_12
2242	墜	止合三去脂澄	直類	4_13
2243	出	止合三去脂昌	尺類	4_13
2244	遺	止合三去脂以	以醉	4_13
2245	侐	止合三去脂曉A	火季	4_13
2246	轛	止合三去脂知	追萃	4_13
2247	痓	止開三去脂昌	充自	4_13
2248	屍	止開三去脂書	矢利	4_13
2249	㿷	止合三去脂初	楚愧	4_13
2250	㽷	止合三去脂書	釋類	4_13
2251	志	止開三去之章	職吏	4_13
2252	值	止開三去之澄	直吏	4_13
2253	寺	止開三去之邪	祥吏	4_13
2254	蛓	止開三去之清	七吏	4_13
2255	笥	止開三去之心	相吏	4_13
2256	試	止開三去之書	式吏	4_13
2257	胾	止開三去之莊	側吏	4_13
2258	吏	止開三去之來	力置	4_13
2259	字	止開三去之從	疾置	4_13
2260	眙	止開三去之徹	丑吏	4_13
2261	餌	止開三去之日	仍吏	4_13
2262	駛	止開三去之生	踈吏	4_13
2263	廁	止開三去之初	初吏	4_13
2264	異	止開三去之以	羊吏	4_13
2265	置	止開三去之知	陟吏	4_13
2266	侍	止開三去之常	時吏	4_14
2267	事	止開三去之崇	鉏吏	4_14
2268	忌	止開三去之羣	渠記	4_14
2269	熾	止開三去之昌	昌志	4_14
2270	意	止開三去之影	於記	4_14
2271	記	止開三去之見	居吏	4_14
2272	憙	止開三去之曉	許記	4_14
2273	䰯	止開三去之疑	魚記	4_14
2274	亟	止開三去之溪	去吏	4_14
2275	未	止合三去微明	無沸	4_14
2276	貴	止合三去微見	居胃	4_14
2277	胃	止合三去微云	于貴	4_14
2278	魏	止合三去微疑	魚貴	4_14
2279	沸	止合三去微幫	方味	4_14
2280	費	止合三去微滂	芳未	4_14
2281	𥽂	止合三去微溪	丘畏	4_14
2282	尉	止合三去微影	於胃	4_15/4_14
2283	諱	止合三去微曉	許貴	4_15
2284	𥝋	止合三去微並	扶沸	4_15
2285	旣	止開三去微見	居豙	4_15
2286	毅	止開三去微疑	魚旣	4_15
2287	氣	止開三去微溪	去旣	4_15
2288	欷	止開三去微曉	許旣	4_15
2289	䤒	止開三去微羣	其旣	4_15
2290	衣	止開三去微影	於旣	4_15
2291	御	遇開三去魚疑	牛倨	4_15
2292	慮	遇開三去魚來	良倨	4_15
2293	據	遇開三去魚見	居御	4_16/4_15
2294	覰	遇開三去魚清	七慮	4_16
2295	㰦	遇開三去魚溪	丘倨	4_16
2296	署	遇開三去魚常	常恕	4_16
2297	恕	遇開三去魚書	商署	4_16
2298	著	遇開三去魚知	陟慮	4_16
2299	䬡	遇開三去魚章	章恕	4_16
2300	䟽	遇開三去魚生	所去	4_16
2301	飫	遇開三去魚影	依倨	4_16
2302	箸	遇開三去魚澄	遟倨	4_16
2303	遽	遇開三去魚羣	其據	4_16
2304	絮	遇開三去魚心	息據	4_16
2305	助	遇開三去魚崇	牀據	4_16
2306	怚	遇開三去魚精	將預	4_16
2307	詛	遇開三去魚莊	莊助	4_16
2308	洳	遇開三去魚日	人恕	4_16
2309	豫	遇開三去魚以	羊洳	4_16
2310	噓	遇開三去魚曉	許御	4_16
2311	女	遇開三去魚孃	尼據	4_16
2312	楚	遇開三去魚初	瘡據	4_16
2313	處	遇開三去魚昌	昌據	4_16
2314	絮	遇開三去魚徹	抽據	4_16
2315	𡲁	遇開三去魚邪	徐預	4_16
2316	遇	遇合三去虞疑	牛具	4_17
2317	嫗	遇合三去虞影	衣遇	4_17
2318	樹	遇合三去虞常	常句	4_17
2319	住	遇合三去虞澄	持遇	4_17
2320	附	遇合三去虞並	符遇	4_17
2321	注	遇合三去虞章	之戍	4_17
2322	屨	遇合三去虞見	九遇	4_17
2323	昫	遇合三去虞曉	香句	4_17
2324	戍	遇合三去虞書	傷遇	4_17
2325	裕	遇合三去虞以	羊戍	4_17
2326	孺	遇合三去虞日	而遇	4_17
2327	赴	遇合三去虞滂	芳遇	4_17
2328	務	遇合三去虞明	亡遇	4_17
2329	緅	遇合三去虞精	子句	4_17
2330	懼	遇合三去虞羣	其遇	4_18
2331	芋	遇合三去虞云	王遇	4_18
2332	埾	遇合三去虞從	才句	4_18
2333	捒	遇合三去虞生	色句	4_18
2334	付	遇合三去虞幫	方遇	4_18
2335	娶	遇合三去虞清	七句	4_18
2336	註	遇合三去虞知	中句	4_18
2337	驅	遇合三去虞溪	區遇	4_18
2338	菆	遇合三去虞初	芻注	4_18
2339	𨳳	遇合三去虞徹	丑注	4_18
2340	尠	遇合三去虞心	思句	4_18
2341	屢	遇合三去虞來	良遇	4_18
2342	暮	遇開一去模明	莫故	4_18
2343	渡	遇開一去模定	徒故	4_18
2344	路	遇開一去模來	洛故	4_19/4_18
2345	妒	遇開一去模端	當故	4_19
2346	菟	遇開一去模透	湯故	4_19
2347	顧	遇開一去模見	古暮	4_19
2348	誤	遇開一去模疑	五故	4_19
2349	護	遇開一去模匣	胡誤	4_19
2350	訴	遇開一去模心	桑故	4_19
2351	祚	遇開一去模從	昨誤	4_19
2352	笯	遇開一去模泥	乃故	4_19
2353	布	遇開一去模幫	博故	4_19
2354	汙	遇開一去模影	烏路	4_19
2355	怖	遇開一去模滂	普故	4_19
2356	厝	遇開一去模清	倉故	4_19
2357	絝	遇開一去模溪	苦故	4_20/4_19
2358	捕	遇開一去模並	薄故	4_20
2359	謼	遇開一去模曉	荒故	4_20
2360	作	遇開一去模精	臧祚	4_20
2361	霽	蟹開四去齊精	子計	4_20
2362	帝	蟹開四去齊端	都計	4_20
2363	嚌	蟹開四去齊從	在詣	4_20
2364	替	蟹開四去齊透	他計	4_20
2365	第	蟹開四去齊定	特計	4_20/4_21
2366	砌	蟹開四去齊清	七計	4_21
2367	細	蟹開四去齊心	蘇計	4_21
2368	詣	蟹開四去齊疑	五計	4_21
2369	計	蟹開四去齊見	古詣	4_21
2370	蒵	蟹開四去齊匣	胡計	4_21
2371	契	蟹開四去齊溪	苦計	4_21
2372	翳	蟹開四去齊影	於計	4_21
2373	謎	蟹開四去齊明	莫計	4_21
2374	閉	蟹開四去齊幫	博計	4_21
2375	慧	蟹合四去齊匣	胡桂	4_21
2376	桂	蟹合四去齊見	古惠	4_22/4_21
2377	嘒	蟹合四去齊曉	呼惠	4_22
2378	媲	蟹開四去齊滂	匹詣	4_22
2379	薜	蟹開四去齊並	蒲計	4_22
2380	麗	蟹開四去齊來	郎計	4_22
2381	𥱻	蟹開四去齊徹	丑戾	4_22
2382	泥	蟹開四去齊泥	奴計	4_22
2383	㰥	蟹開四去齊曉	呼計	4_22
2384	祭	蟹開三去祭精	子例	4_22
2385	歲	蟹合三去祭心	相銳	4_22
2386	衞	蟹合三去祭云	于歲	4_22
2387	芮	蟹合三去祭日	而銳	4_22
2388	贅	蟹合三去祭章	之芮	4_22
2389	𠻜	蟹合三去祭生	山芮	4_22
2390	毳	蟹合三去祭清	此芮	4_22/4_23
2391	銳	蟹合三去祭以	以芮	4_23
2392	綴	蟹合三去祭知	陟衛	4_23
2393	稅	蟹合三去祭書	舒芮	4_23
2394	𡚁	蟹開三去祭並A	毗祭	4_23
2395	㯔	蟹合三去祭初	楚稅	4_23
2396	篲	蟹合三去祭邪	祥歲	4_23
2397	蔽	蟹開三去祭幫A	必袂	4_23
2398	劌	蟹合三去祭見B	居衛	4_23
2399	袂	蟹開三去祭明A	彌𡚁	4_23
2400	㡜	蟹開三去祭生	所例	4_23
2401	掣	蟹開三去祭昌	尺制	4_23
2402	制	蟹開三去祭章	征例	4_23
2403	逝	蟹開三去祭常	時制	4_23
2404	曵	蟹開三去祭以	餘制	4_23/4_24
2405	䋵	蟹開三去祭影B	於罽	4_24
2406	藝	蟹開三去祭疑A	魚祭	4_24
2407	滯	蟹開三去祭澄	直例	4_24
2408	例	蟹開三去祭來	力制	4_24
2409	憩	蟹開三去祭溪B	去例	4_24
2410	丗	蟹開三去祭書	舒制	4_24
2411	猘	蟹開三去祭見B	居例	4_24
2412	㿃	蟹開三去祭知	竹例	4_24
2413	偈	蟹開三去祭羣B	其憩	4_24
2414	啜	蟹合三去祭常	甞芮	4_24
2415	跇	蟹開三去祭徹	丑例	4_24
2416	𨮱	蟹合三去祭澄	除芮	4_24
2417	㓷	蟹開三去祭疑B	牛例	4_24
2418	蕝	蟹合三去祭精	子芮	4_24
2419	潎	蟹開三去祭滂A	匹蔽	4_24
2420	𥏙	蟹合三去廢溪	丘吠	4_24
2421	䂕	蟹合三去廢曉	呼吠	4_24
2422	泰	蟹開一去泰透	他蓋	4_24/4_25
2423	蓋	蟹開一去泰見	古太	4_25
2424	艾	蟹開一去泰疑	五蓋	4_25
2425	藹	蟹開一去泰影	於蓋	4_25
2426	柰	蟹開一去泰泥	奴帶	4_25
2427	大	蟹開一去泰定	徒蓋	4_25
2428	害	蟹開一去泰匣	胡蓋	4_25
2429	帶	蟹開一去泰端	當蓋	4_25
2430	貝	蟹開一去泰幫	博蓋	4_25
2431	霈	蟹開一去泰滂	普蓋	4_25
2432	會	蟹合一去泰匣	黃外	4_25
2433	兊	蟹合一去泰定	杜外	4_25
2434	儈	蟹合一去泰見	古外	4_26/4_25
2435	最	蟹合一去泰精	祖外	4_26
